Price,Initial Price,Discount (%),Discount Amount,Discount Flag,Price Category,Color Diversity Score,Is Just In,Is Best Seller,Is Coming Soon,Is Member Product,Is Sustainable Materials,Is Launching in SNKRS,Is Sold Out,Is Available in SNKRS,Is Customize,Title Word Count,Subtitle Word Count,Marketing Appeal Score,Sale Quantity,Label
100.0,100,0,0.0,0,1.0,4,1,0,0,0,0,0,0,0,0,2,1,8,69,0
100.0,100,0,0.0,0,1.0,4,1,0,0,0,0,0,0,0,0,2,1,9,810,0
100.0,100,0,0.0,0,1.0,4,1,0,0,0,0,0,0,0,0,2,2,10,421,0
100.0,100,0,0.0,0,1.0,4,1,0,0,0,0,0,0,0,0,2,1,9,61,0
100.0,100,0,0.0,0,1.0,4,0,0,0,0,0,0,0,0,0,2,1,4,995,0
