Title,Subtitle,Price,Initial Price,Discount (%),Color,Color Description,Badge,Discount Amount,Discount Flag,Price Category,Color Diversity Score,Is Just In,Is Best Seller,Is Coming Soon,Is Member Product,Is Sustainable Materials,Is Launching in SNKRS,Is Sold Out,Is Available in SNKRS,Is Customize,Color_Black,Color_Blue,Color_Brown,Color_Cream,Color_Green,Color_Grey,Color_Khaki,Color_Multi-Color,Color_Orange,Color_Pink,Color_Purple,Color_Red,Color_White,Color_Yellow,Dominant Color,Title Word Count,Subtitle Word Count,Marketing Appeal Score
Nike Dunk Low Retro,Men's Shoes,115,115,0,White,White/White/Midnight Navy,Best Seller,0,0,2,3,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,4,2,0
Nike Dunk Low Retro,Men's Shoes,115,115,0,Brown,Pale Ivory/Pale Ivory/Wheat,Best Seller,0,0,2,3,0,1,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pale Ivory,4,2,0
Nike Calm,Men's Mules,60,60,0,Black,Black/Black,,0,0,1,2,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,2,2,0
Nike Calm,Men's Mules,60,60,0,Brown,Hemp/Hemp,,0,0,1,2,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Hemp,2,2,0
Nike Calm,Men's Mules,60,60,0,Grey,Dark Smoke Grey/Cement Grey/Vast Grey/Dark Smoke Grey,Just In,0,0,1,4,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dark Smoke Grey,2,2,0
Nike Calm,Men's Mules,60,60,0,Grey,College Grey/Gum Medium Brown/College Grey,,0,0,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,College Grey,2,2,0
Nike Calm,Men's Mules,60,60,0,Green,Medium Olive/Gum Medium Brown/Medium Olive,,0,0,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium Olive,2,2,0
Nike Calm,Men's Mules,60,60,0,Blue,Navy/Gum Medium Brown/Navy,,0,0,1,3,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Navy,2,2,0
Nike Calm,Men's Slides,50,50,0,Black,Black/Black,Best Seller,0,0,0,2,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,2,2,0
Nike Calm,Men's Slides,30.97,50,38,Red,University Red/University Red,Best Seller,19.03,1,0,2,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,University Red,2,2,38
Nike Calm,Men's Slides,50,50,0,White,Sail/Sail,Best Seller,0,0,0,2,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Sail,2,2,0
Nike Calm,Men's Slides,50,50,0,Brown,Khaki/Khaki,Best Seller,0,0,0,2,0,1,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Khaki,2,2,0
Nike Calm,Men's Slides,50,50,0,Brown,Sanddrift/Light Khaki/Fauna Brown/Sanddrift,Best Seller,0,0,0,4,0,1,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sanddrift,2,2,0
Nike Calm,Men's Slides,50,50,0,Green,Light Army/Light Khaki/College Grey/Light Army,Best Seller,0,0,0,4,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Light Army,2,2,0
Nike Calm,Men's Slides,50,50,0,Blue,University Blue/University Blue,Best Seller,0,0,0,2,0,1,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,University Blue,2,2,0
Nike Zoom Vomero Roam,Men's Winterized Shoes,180,180,0,Grey,College Grey/Vast Grey/Gum Dark Brown/White,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,College Grey,4,3,0
Nike Zoom Vomero Roam,Men's Winterized Shoes,180,180,0,Brown,Pale Ivory/Light Khaki/Khaki/Pale Ivory,Best Seller,0,0,2,4,0,1,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pale Ivory,4,3,0
Nike Zoom Vomero Roam,Men's Winterized Shoes,180,180,0,Blue,Racer Blue/Summit White/Black/Racer Blue,Best Seller,0,0,2,4,0,1,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Racer Blue,4,3,0
Nike Zoom Vomero Roam,Men's Winterized Shoes,180,180,0,Brown,Mink Brown/Medium Olive/Cargo Khaki/Mink Brown,Best Seller,0,0,2,4,0,1,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mink Brown,4,3,0
Nike Zoom Vomero Roam,Men's Winterized Shoes,180,180,0,Black,Black/Light Silver/Jade Horizon/Black,Best Seller,0,0,2,4,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,4,3,0
Nike Zoom Vomero Roam,Men's Winterized Shoes,180,180,0,Black,Black/Black/Racer Blue/Black,Best Seller,0,0,2,4,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,4,3,0
Nike Zoom Vomero Roam,Men's Winterized Shoes,180,180,0,White,Summit White/Light Bone/Light Iron Ore/Summit White,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Summit White,4,3,0
Nike Killshot 2,Men's Shoes,90,90,0,Brown,Pale Ivory/Gum Dark Brown/White,,0,0,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pale Ivory,3,2,0
Nike Killshot 2 Leather,Men's Shoes,90,90,0,White,Sail/Gum Yellow/Oil Grey,,0,0,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Sail,4,2,0
Nike Killshot 2 Leather,Men's Shoes,90,90,0,White,Sail/Gum Yellow/Black/Sail,,0,0,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Sail,4,2,0
Nike Killshot 2 Leather,Men's Shoes,90,90,0,Grey,Sail/Gum Yellow/Midnight Navy,,0,0,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sail,4,2,0
Nike Killshot 2 Leather,Men's Shoes,90,90,0,Grey,Football Grey/Gum Medium Brown/White,,0,0,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Football Grey,4,2,0
Nike Killshot 2,Men's Shoes,90,90,0,Blue,Midnight Navy/Gum Dark Brown/White,,0,0,1,3,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Midnight Navy,3,2,0
Nike Killshot 2 Leather,Men's Shoes,100,100,0,White,Sail/Ashen Slate,,0,0,1,2,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Sail,4,2,0
Nike Killshot 2,Men's Shoes,90,90,0,Green,Vintage Green/Gum Medium Brown/White,,0,0,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Vintage Green,3,2,0
Nike Air Max Dn,Shoes,112.97,160,29,Grey,Light Smoke Grey/Photon Dust/Persian Violet/Black,Sustainable Materials,47.03,1,2,4,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Light Smoke Grey,4,1,29
Nike Air Max Dn SE,Men's Shoes,119.97,170,29,Red,University Red/Phantom/Black/Black,Sustainable Materials,50.03,1,2,4,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,University Red,5,2,29
Nike Air Max DN,Shoes,112.97,160,29,Black,Black/Light Smoke Grey/Racer Blue/White,Sustainable Materials,47.03,1,2,4,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,4,1,29
Nike Air Max Dn,Shoes,112.97,160,29,Brown,Neutral Olive/Dark Stucco/Medium Olive/Medium Olive,Sustainable Materials,47.03,1,2,4,0,0,0,0,1,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Neutral Olive,4,1,29
Nike Air Max DN,Shoes,112.97,160,29,Black,Black/Iron Grey/University Red,Sustainable Materials,47.03,1,2,3,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,4,1,29
Nike Air Max Dn,Shoes,136.97,160,14,Black,Black/Cool Grey/Pure Platinum/White,Sustainable Materials,23.03,1,2,4,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,4,1,14
Nike Air Max Dn,Shoes,96.97,160,39,Grey,Light Iron Ore/Light Bone/Flat Pewter/Black,Sustainable Materials,63.03,1,1,4,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Light Iron Ore,4,1,39
Nike Air Max Dn,Shoes,96.97,160,39,Red,Dark Team Red/Black/Anthracite/Black,Sustainable Materials,63.03,1,1,4,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Dark Team Red,4,1,39
Nike Air Max Dn SE,Men's Shoes,96.97,160,39,Grey,Light Smoke Grey/White/Smoke Grey/University Red,,63.03,1,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Light Smoke Grey,5,2,39
Nike Air Max DN,Shoes,96.97,160,39,Black,Black/Cool Grey/Comet Red/Baltic Blue,,63.03,1,1,4,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,4,1,39
Nike Air Max 1 Essential,Men's Shoes,97.97,140,30,White,White/Summit White/Black,Best Seller,42.03,1,1,3,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,2,30
Nike Air Max 1,Men's Shoes,99.97,140,28,White,White/Monarch/Pure Platinum/Black,Sustainable Materials,40.03,1,1,4,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,4,2,28
Nike Air Max 1,Men's Shoes,98.97,140,29,White,White/Pure Platinum/Black/Stadium Green,Sustainable Materials,41.03,1,1,4,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,4,2,29
Nike Air Max 1 Essential,Men's Shoes,99.97,140,28,White,White/Pure Platinum/Black/University Gold,Best Seller,40.03,1,1,4,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,2,28
Nike Air Max 1,Men's Shoes,84.97,140,39,Grey,Photon Dust/Wolf Grey/White/Smoke Grey,,55.03,1,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Photon Dust,4,2,39
Nike Air Max 1 Essential,Men's Shoes,91.97,140,34,Grey,Light Bone/Flax/British Tan/Black,Best Seller,48.03,1,1,4,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Light Bone,5,2,34
Nike Air Max 1 Essential,Men's Shoes,84.97,140,39,Black,Black/Black/Anthracite/Black,Best Seller,55.03,1,1,4,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,5,2,39
Nike Air Max 1,Men's Shoes,140,140,0,White,White/Pure Platinum/Black,,0,0,2,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,4,2,0
Nike Air Max 1 Essential,Men's Shoes,140,140,0,Black,Black/Iron Grey/University Red,Best Seller,0,0,2,3,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,5,2,0
Nike Air Max 1 Essential,Men's Shoes,140,140,0,Black,Off Noir/White/Black/Vast Grey,Best Seller,0,0,2,4,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Off Noir,5,2,0
Nike Air Max 1 Essential,Men's Shoes,140,140,0,White,White/Pure Platinum/Black,Best Seller,0,0,2,3,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,2,0
Nike Air Max 1 Essential,Men's Shoes,140,140,0,Blue,Psychic Blue/Hyper Pink/University Blue/Deep Royal Blue,Best Seller,0,0,2,4,0,1,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Psychic Blue,5,2,0
Nike Blazer Mid '77 Vintage,Men's Shoes,63.97,105,39,White,Summit White/White/Photon Dust/Dark Pony,,41.03,1,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Summit White,5,2,39
Nike Blazer Mid '77 Vintage,Men's Shoes,63.97,105,39,White,Summit White/White/Photon Dust/Dusty Cactus,,41.03,1,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Summit White,5,2,39
Nike Blazer Mid '77 Premium,Men's Shoes,76.97,110,30,White,Summit White/Phantom/Light Pumice/Bicoastal,,33.03,1,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Summit White,5,2,30
Nike Blazer Mid '77 Vintage,Men's Shoes,72.97,105,30,White,White/Summit White/Picante Red,,32.03,1,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,2,30
Nike Blazer Mid '77 Vintage,Men's Shoes,86.97,115,24,Brown,Wheat/Team Gold/Black/Vivid Sulfur,,28.03,1,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Wheat,5,2,24
Nike Blazer Mid '77 Vintage,Men's Shoes,83.97,105,20,White,White/White/Black/Amber Brown,,21.03,1,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,2,20
Nike Blazer Mid '77 Vintage,Men's Shoes,63.97,105,39,White,Summit White/White/Photon Dust/Fir,,41.03,1,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Summit White,5,2,39
Nike Blazer Mid '77 Premium,Men's Shoes,66.97,110,39,Brown,Light British Tan/Hyper Crimson/Sail,,43.03,1,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Light British Tan,5,2,39
Nike Blazer Mid '77 Vintage,Men's Shoes,105,105,0,Black,Black/Sail/Sail,,0,0,2,3,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,5,2,0
Nike Blazer Mid '77 Vintage,Men's Shoes,105,105,0,White,White/Black,,0,0,2,2,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,2,0
Nike Blazer Mid '77 Vintage,Men's Shoes,105,105,0,White,White/Summit White/Sail/Deep Royal Blue,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,2,0
Nike Blazer Mid '77 Vintage,Men's Shoes,105,105,0,White,White/Summit White/Sail/Orange Peel,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,2,0
Nike Blazer Mid '77 Premium,Men's Shoes,110,110,0,Blue,University Blue/Muslin/Black/Sail,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,University Blue,5,2,0
Nike Air Max SC,Men's Shoes,63.97,90,28,White,White/White/Black,,26.03,1,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,4,2,28
Nike Air Max SC,Men's Shoes,76.97,90,14,White,Summit White/Jade Horizon/Vintage Green,,13.03,1,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Summit White,4,2,14
Nike Air Max SC,Men's Shoes,90,90,0,Black,Black/Black/White,,0,0,1,3,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,4,2,0
Nike Air Max SC,Men's Shoes,90,90,0,White,White/Obsidian/University Red,,0,0,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,4,2,0
Nike Air Max SC,Men's Shoes,90,90,0,White,White/Khaki/Sanddrift,,0,0,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,4,2,0
Nike Air Max SC,Men's Shoes,90,90,0,Grey,Photon Dust/Black/White/Safety Orange,,0,0,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Photon Dust,4,2,0
Nike Air Max 1 '86 OG G,Men's Golf Shoes,109.97,160,31,White,White/Pure Platinum/Black/Hyper Royal,,50.03,1,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,7,3,31
Nike Air Max 1 '86 OG G,Men's Golf Shoes,104.97,160,34,Grey,Wolf Grey/White/Bright Cactus/Black,,55.03,1,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Wolf Grey,7,3,34
Nike Air Max 1 '86 OG G,Men's Golf Shoes,104.97,160,34,White,White/Photon Dust/Black/Bright Ceramic,,55.03,1,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,7,3,34
Nike Air Max 1 '86 OG G,Men's Golf Shoes,88.97,160,44,White,White/Pure Platinum/Black/Dusty Cactus,,71.03,1,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,7,3,44
Nike Air Max 1 '86 OG G,Men's Golf Shoes,112.97,160,29,Red,Team Red/Cool Grey/Black/White,,47.03,1,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Team Red,7,3,29
Nike Air Max 1 '86 OG G,Men's Golf Shoes,160,160,0,Black,Black/Anthracite/Gum Medium Brown/White,,0,0,2,4,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,7,3,0
Nike Air Max 1 '86 OG G,Men's Golf Shoes,160,160,0,White,White/Gum Medium Brown/Black,,0,0,2,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,7,3,0
Nike Air Max 90 Premium,Men's Shoes,84.97,140,39,White,White/Racer Blue/Black/Khaki,,55.03,1,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,2,39
Nike Air Max 90 Premium,Men's Shoes,84.97,140,39,Brown,Flax/Sail/Flax,,55.03,1,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Flax,5,2,39
Nike Air Max 90 Premium,Men's Shoes,140,140,0,White,Coconut Milk/Vintage Green/Black/Dark Team Red,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Coconut Milk,5,2,0
Air Pegasus '89 G,Golf Shoes,84.97,120,29,Grey,Wolf Grey/Life Lime/Black,,35.03,1,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Wolf Grey,4,2,29
Air Pegasus '89 G,Golf Shoes,78.97,120,34,Green,Medium Olive/Plum Dust/White/Anthracite,,41.03,1,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium Olive,4,2,34
Air Pegasus '89 G,Golf Shoes,120,120,0,White,White/Platinum Tint/Black,,0,0,2,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,4,2,0
Air Pegasus '89 G,Golf Shoes,120,120,0,Black,Black/Black/White,,0,0,2,3,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,4,2,0
