Title,Subtitle,Price,Initial Price,Discount (%),Color,Color Description,Badge,Discount Amount,Discount Flag,Price Category,Color Diversity Score,Is Just In,Is Best Seller,Is Coming Soon,Is Member Product,Is Sustainable Materials,Is Launching in SNKRS,Is Sold Out,Is Available in SNKRS,Is Customize,Color_Black,Color_Blue,Color_Brown,Color_Cream,Color_Green,Color_Grey,Color_Khaki,Color_Multi-Color,Color_Orange,Color_Pink,Color_Purple,Color_Red,Color_White,Color_Yellow,Dominant Color,Title Word Count,Subtitle Word Count,Marketing Appeal Score
Nike Mercurial Vapor 16 Academy,AG Low-Top Soccer Cleats,90,90,0,Red,Ember Glow/Aurora Green,Sustainable Materials,0,0,1,2,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Ember Glow,5,4,0
Nike G.T. Cut Academy,Women's Basketball Shoes,66.97,95,29,Grey,Football Grey/Barely Grape/Light Carbon/Metallic Silver,,28.03,1,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Football Grey,4,3,29
Nike G.T. Cut Academy,Women's Basketball Shoes,95,95,0,Pink,Light Wild Mango/Hot Fuchsia/Plum Dust/White,,0,0,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Light Wild Mango,4,3,0
Nike Alpha Menace 4 Elite,Football Cleats,124.97,210,40,Blue,Hyper Royal/Midnight Navy/Black/White,,85.03,1,2,4,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Hyper Royal,5,2,40
Nike Alpha Menace 4 Elite,Football Cleats,124.97,210,40,Red,University Red/Team Red/Black/White,,85.03,1,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,University Red,5,2,40
Nike Alpha Menace 4 Elite,Football Cleats,210,210,0,White,White/Metallic Silver/Photon Dust/Black,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,5,2,0
Nike Alpha Menace 4 Elite,Football Cleats,210,210,0,Black,Black/Light Smoke Grey/Metallic Silver/White,,0,0,2,4,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,5,2,0
Jordan ADG 5,Golf Shoes,165.97,195,14,Black,Black/Metallic Silver/Blue Tint/Fire Red,,29.03,1,2,4,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,3,2,14
Jordan ADG 5,Golf Shoes,195,195,0,White,White/Emerald Rise/Grape Ice,,0,0,2,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,3,2,0
Jordan ADG 5,Golf Shoes,195,195,0,White,White/Metallic Silver/Blue Tint/Fire Red,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,3,2,0
Jordan ADG 5,Golf Shoes,195,195,0,Black,Black/Cool Grey/White,Just In,0,0,2,3,1,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,3,2,0
Jordan ADG 5,Golf Shoes,195,195,0,White,White/Black/Pure Platinum/Iron Grey,Just In,0,0,2,4,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,3,2,0
Jordan ADG 5,Golf Shoes,195,195,0,White,White/Black/Varsity Red,Just In,0,0,2,3,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,3,2,0
Jordan ADG 5,Golf Shoes,195,195,0,Grey,Anthracite/Black/Cool Grey/Action Green,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Anthracite,3,2,0
Offcourt (England),Nike Soccer Slides,30.97,40,22,Blue,Gym Blue/Dark Smoke Grey/Coast/White,,9.03,1,0,4,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Gym Blue,2,3,22
NikePremier 3,Firm-Ground Low-Top Soccer Cleats,85.97,120,28,Black,Black/White,Sustainable Materials,34.03,1,1,2,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,2,4,28
Cosmic Unity 3,Women's Basketball Shoes,127.97,170,24,Grey,Football Grey/Ashen Slate/Light Carbon/White,Sustainable Materials,42.03,1,2,4,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Football Grey,3,3,24
Cosmic Unity 3,Women's Basketball Shoes,170,170,0,Red,Cedar/Earth/Football Grey/Ice Peach,Sustainable Materials,0,0,2,4,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cedar,3,3,0
NikeCourt Air Zoom Vapor Pro 2,Men's Clay Tennis Shoes,84.97,130,34,Grey,Smoke Grey/Dark Smoke Grey/Black/Sangria,,45.03,1,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Smoke Grey,6,4,34
NikeCourt Air Zoom Vapor Pro 2,Men's Clay Tennis Shoes,130,130,0,Blue,Armory Navy/Volt/Denim Turquoise,,0,0,2,3,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Armory Navy,6,4,0
Nike Phantom GX 2 Academy,AG Low-Top Soccer Cleats,74.97,90,16,Blue,Blue Fury/White,Sustainable Materials,15.03,1,1,2,0,0,0,0,1,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Fury,5,4,16
Nike Phantom GX 2 Academy,AG Low-Top Soccer Cleats,74.97,90,16,Grey,Metallic Silver/Volt/Black,Sustainable Materials,15.03,1,1,3,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Metallic Silver,5,4,16
Nike Phantom GX 2 Academy,AG Low-Top Soccer Cleats,90,90,0,Green,Mint/Off Noir/Atomic Red,Sustainable Materials,0,0,1,3,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mint,5,4,0
Nike Phantom GX 2 Academy,AG Low-Top Soccer Cleats,90,90,0,Black,Black/Deep Jungle/Black,Sustainable Materials,0,0,1,3,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,5,4,0
Nike Air Force 1 Low Retro QS,Men's Shoes,98.97,140,29,White,White/University Gold/White,,41.03,1,1,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,7,2,29
Nike Alpha Huarache NXT,Men's Baseball Cleats,95.97,160,40,White,White/Blue Tint/Pure Platinum/Black,,64.03,1,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,4,3,40
Nike Alpha Huarache NXT,Men's Baseball Cleats,160,160,0,White,White/Pure Platinum/Black,,0,0,2,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,4,3,0
Nike Alpha Huarache NXT,Men's Baseball Cleats,160,160,0,White,White/Pure Platinum/University Red,,0,0,2,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,4,3,0
Nike Alpha Huarache NXT,Men's Baseball Cleats,160,160,0,Black,Black/Dark Smoke Grey/White,,0,0,2,3,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,4,3,0
Nike Alpha Huarache NXT,Men's Baseball Cleats,160,160,0,Grey,Wolf Grey/White/Pure Platinum/Dark Smoke Grey,,0,0,2,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Wolf Grey,4,3,0
Nike Alpha Huarache NXT,Men's Baseball Cleats,160,160,0,White,White/Pure Platinum/Hyper Royal,,0,0,2,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,4,3,0
Jordan ADG 4,Men's Golf Shoes,142.97,185,22,Black,Black/Cement Grey/Metallic Silver/White,,42.03,1,2,4,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,3,3,22
Converse x DRKSHDW DBL DRKSTR OVERDYE,Chuck 70,113.97,180,36,Yellow,Yellow,,66.03,1,2,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yellow,6,2,36
Nike Revolution 7,Men's Road Running Shoes,48.97,70,30,Black,Black/Astronomy Blue/Sail/Hyper Crimson,Sustainable Materials,21.03,1,0,4,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,3,4,30
Nike Revolution 7,Men's Road Running Shoes,48.97,70,30,White,White/Pure Platinum/Dusty Cactus,Sustainable Materials,21.03,1,0,3,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,3,4,30
Nike Revolution 7,Men's Road Running Shoes,48.97,70,30,Blue,Ashen Slate/White/Hyper Royal/Metallic Silver,Sustainable Materials,21.03,1,0,4,0,0,0,0,1,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ashen Slate,3,4,30
Nike Revolution 7,Men's Road Running Shoes,70,70,0,White,White/White/Pure Platinum,Sustainable Materials,0,0,1,3,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,3,4,0
Nike Revolution 7,Men's Road Running Shoes,70,70,0,Black,Black/White,Sustainable Materials,0,0,1,2,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,3,4,0
Nike Revolution 7,Men's Road Running Shoes,70,70,0,Black,Black/Off Noir,Sustainable Materials,0,0,1,2,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,3,4,0
Nike Revolution 7,Men's Road Running Shoes,70,70,0,Blue,Midnight Navy/Black/White/Pure Platinum,Sustainable Materials,0,0,1,4,0,0,0,0,1,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Midnight Navy,3,4,0
Nike Revolution 7,Men's Road Running Shoes,70,70,0,White,White/Black/Photon Dust/Fire Red,Sustainable Materials,0,0,1,4,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,3,4,0
Nike Revolution 7,Men's Road Running Shoes,70,70,0,Black,Black/White/University Red,Sustainable Materials,0,0,1,3,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,3,4,0
Nike Revolution 7,Men's Road Running Shoes,70,70,0,Blue,Blue Void/White/Black/University Blue,Sustainable Materials,0,0,1,4,0,0,0,0,1,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Void,3,4,0
Nike Revolution 7,Men's Road Running Shoes,70,70,0,Black,Black/White/Volt,Sustainable Materials,0,0,1,3,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,3,4,0
Nike Revolution 7,Men's Road Running Shoes,70,70,0,Grey,Light Silver/Light Army/Pale Ivory/Sequoia,Sustainable Materials,0,0,1,4,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Light Silver,3,4,0
Nike Revolution 7,Men's Road Running Shoes,70,70,0,Grey,Anthracite/Cool Grey/Black/White,Sustainable Materials,0,0,1,4,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Anthracite,3,4,0
Nike Air Max 90 G,Golf Shoe,110.97,130,14,Black,Black/Anthracite/Cool Grey/White,,19.03,1,2,4,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,5,2,14
KD17 x Jonquel Jones,Women's Basketball Shoes,97.97,150,34,Green,Dusty Cactus/Green Frost/Coral Chalk/Vapor Green,,52.03,1,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dusty Cactus,4,3,34
Nike Air Cross Trainer 3 Low,Shoes,74.97,125,40,White,White/Racer Blue/Flat Silver/Hyper Pink,,50.03,1,1,4,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,6,1,40
Nike Phantom Luna 2 Club,MG High-Top Soccer Cleats,49.97,70,28,Blue,Blue Fury/White,Sustainable Materials,20.03,1,0,2,0,0,0,0,1,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Fury,5,4,28
Nike Phantom Luna 2 Club,MG High-Top Soccer Cleats,70,70,0,Black,Black/Deep Jungle/Black,Sustainable Materials,0,0,1,3,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,5,4,0
Nike Phantom Luna 2 Club,MG High-Top Soccer Cleats,70,70,0,Green,Mint/Off Noir/Atomic Red,Sustainable Materials,0,0,1,3,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mint,5,4,0
Nike SFB B1,Tactical Boot,119.97,165,27,Brown,Coyote/Coyote/Coyote,,45.03,1,2,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Coyote,3,2,27
Nike Revolution 7 EasyOn,Men's Road Running Shoes,48.97,70,30,Black,Black/Astronomy Blue/Sail/Hyper Crimson,Sustainable Materials,21.03,1,0,4,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,4,4,30
Nike Revolution 7 EasyOn,Men's Road Running Shoes,70,70,0,Black,Black/White,Sustainable Materials,0,0,1,2,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,4,4,0
Nike Revolution 7 EasyOn,Men's Road Running Shoes,70,70,0,Grey,Light Silver/Light Army/Pale Ivory/Sequoia,Sustainable Materials,0,0,1,4,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Light Silver,4,4,0
Nike Revolution 7 EasyOn,Men's Road Running Shoes,70,70,0,Blue,Blue Void/White/Black/University Blue,Sustainable Materials,0,0,1,4,0,0,0,0,1,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Void,4,4,0
Nike Killshot 2 Leather,Men's Shoes,58.97,90,34,Black,Black/Gum Yellow/Sail,,31.03,1,1,3,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,4,2,34
Nike Killshot 2,Men's Shoes,54.97,90,38,Black,Black/Gum Medium Brown/White,,35.03,1,1,3,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,3,2,38
Nike Killshot 2 Leather,Men's Shoes,69.97,100,30,White,Sail/Black,Member Product,30.03,1,1,2,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Sail,4,2,30
Nike Killshot 2 Leather,Men's Shoes,70.97,100,29,White,Sail/Star Blue,Member Product,29.03,1,1,2,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Sail,4,2,29
Converse x DRKSHDW TURBOWPN,Shoes,126.97,200,36,Brown,Cave Stone,,73.03,1,2,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cave Stone,4,1,36
Nike Court Vision Mid Next Nature,Men's Shoes,54.97,90,38,Grey,Light Iron Ore/Phantom/Black/Armory Navy,Sustainable Materials,35.03,1,1,4,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Light Iron Ore,6,2,38
Nike Court Vision Mid Next Nature,Men's Shoes,90,90,0,Black,Black/Black/White,Sustainable Materials,0,0,1,3,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,6,2,0
Nike Court Vision Mid Next Nature,Men's Shoes,90,90,0,White,White/White/White,Sustainable Materials,0,0,1,3,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,White,6,2,0
Nike Tiempo Legend 10 Club,Multi-Ground Low-Top Soccer Cleats,49.97,60,16,Blue,Soar/White,Sustainable Materials,10.03,1,0,2,0,0,0,0,1,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Soar,5,4,16
Nike Tiempo Legend 10 Club,Multi-Ground Low-Top Soccer Cleats,42.97,60,28,Grey,Metallic Silver/Volt/Black,Sustainable Materials,17.03,1,0,3,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Metallic Silver,5,4,28
Nike Tiempo Legend 10 Club,Multi-Ground Low-Top Soccer Cleats,60,60,0,Black,Black/Deep Jungle/Black,Sustainable Materials,0,0,1,3,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,5,4,0
Nike Tiempo Legend 10 Club,Multi-Ground Low-Top Soccer Cleats,60,60,0,Pink,Hot Lava/White,Sustainable Materials,0,0,1,2,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Hot Lava,5,4,0
Nike Mercurial Vapor 16 Pro,FG Low-Top Soccer Cleats,124.97,160,21,Blue,Glacier Blue/Blue Orbit,Sustainable Materials,35.03,1,2,2,0,0,0,0,1,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Glacier Blue,5,4,21
Nike Mercurial Vapor 16 Pro,FG Low-Top Soccer Cleats,112.97,160,29,Yellow,Volt/Black,Sustainable Materials,47.03,1,2,2,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Volt,5,4,29
"Nike Mercurial Vapor 16 Pro ""Kylian Mbappé""",FG Low-Top Soccer Cleats,139.97,170,17,Orange,Light Laser Orange/Armory Navy,,30.03,1,2,2,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Light Laser Orange,7,4,17
Nike Mercurial Vapor 16 Pro,FG Low-Top Soccer Cleats,160,160,0,Black,Black/Deep Jungle/Black,Sustainable Materials,0,0,2,3,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,5,4,0
Nike Mercurial Vapor 16 Pro,FG Low-Top Soccer Cleats,160,160,0,Red,Ember Glow/Aurora Green,Just In,0,0,2,2,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Ember Glow,5,4,0
Nike Tiempo Legend 10 Academy,Artificial-Grass Low-Top Soccer Cleats,71.97,85,15,Blue,Soar/White,Sustainable Materials,13.03,1,1,2,0,0,0,0,1,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Soar,5,4,15
Nike Tiempo Legend 10 Academy,Artificial-Grass Low-Top Soccer Cleats,85,85,0,Pink,Hot Lava/White,Sustainable Materials,0,0,1,2,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Hot Lava,5,4,0
Nike Tiempo Legend 10 Pro,Firm-Ground Low-Top Soccer Cleats,126.97,150,15,Blue,Soar/White,Sustainable Materials,23.03,1,2,2,0,0,0,0,1,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Soar,5,4,15
Nike Tiempo Legend 10 Pro,Firm-Ground Low-Top Soccer Cleats,105.97,150,29,Grey,Metallic Silver/Volt/Black,Sustainable Materials,44.03,1,2,3,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Metallic Silver,5,4,29
Nike Tiempo Legend 10 Pro,Firm-Ground Low-Top Soccer Cleats,150,150,0,Black,Black/Deep Jungle/Black,Sustainable Materials,0,0,2,3,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Black,5,4,0
Nike Tiempo Legend 10 Pro,Firm-Ground Low-Top Soccer Cleats,150,150,0,Pink,Hot Lava/White,Sustainable Materials,0,0,2,2,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Hot Lava,5,4,0
Air Jordan 4 RM,Women's Shoes,112.97,150,24,Brown,Legend Light Brown/Legend Light Brown/Sail,,37.03,1,2,3,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Legend Light Brown,4,2,24
Air Jordan 4 RM,Women's Shoes,112.97,150,24,Pink,Pink Oxford/Phantom,,37.03,1,2,2,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Pink Oxford,4,2,24
