Title,Subtitle,Price,Initial Price,Discount (%),Color,Color Description,Badge
Jordan Stadium 90,Men's Shoes,96.97,120,19,White,White/Cool Grey/Black,
Jordan Stadium 90,Men's Shoes,96.97,120,19,Brown,Flax/Black/Sanddrift/Baroque Brown,
Jordan Post,Men's Slides,21.97,30,26,Grey,Football Grey/Football Grey,
Jordan Post,Men's Slides,30,30,0,Black,Black/Black,
Jordan Stay Loyal 3,Men's Shoes,80.97,115,29,Black,Black/White/Game Royal,
Jordan Stay Loyal 3,Men's Shoes,80.97,115,29,White,White/Black/University Blue,
Nike Air Force 1 '07 Pro-Tech,Men's Winterized Shoes,105.97,150,29,Grey,Phantom/Summit White/Phantom,
Nike Air Force 1 '07 Pro-Tech,Men's Winterized Shoes,105.97,150,29,Green,Sequoia/Medium Olive/Sequoia,
Nike Air Force 1 '07 Pro-Tech,Men's Winterized Shoes,150,150,0,Black,Black/Clear/Black,
Nike Air Max Plus Utility,Men's Shoes,114.97,190,39,Brown,Baroque Brown/Black/University Blue/Black,
Nike Air Max Plus Utility,Men's Shoes,190,190,0,Black,Black/White/Metallic Silver,
Nike SB Zoom Blazer Mid,Skate Shoes,54.97,90,38,Grey,Wolf Grey/Cosmic Clay/White/Midnight Navy,
Nike SB Zoom Blazer Mid,Skate Shoes,90,90,0,Black,Black/White/White/White,
Nike SB Zoom Blazer Mid Electric,Skate Shoes,100,100,0,Grey,Phantom/Monarch/Summit White/Black,
Nike SB Zoom Blazer Mid,Skate Shoes,90,90,0,Purple,Dusty Amethyst/Dusty Amethyst/White/Black,
Nike Air Max Nuaxis,Men's Shoes,59.97,85,29,Black,Black/White/Volt/Black,Sustainable Materials
Nike Air Max Nuaxis,Men's Shoes,51.97,85,38,Grey,Light Silver/Light Pumice/White/Picante Red,Sustainable Materials
Nike Air Max Nuaxis,Men's Shoes,51.97,85,38,Grey,Smoke Grey/Iron Grey/Dark Smoke Grey/Light Smoke Grey,Sustainable Materials
Nike Air Max Nuaxis,Men's Shoes,51.97,85,38,Green,Jade Horizon/Flat Pewter/Black/Black,Sustainable Materials
Nike Air Max Nuaxis,Men's Shoes,85,85,0,Black,Black/Black/Volt/Racer Blue,Just In
Nike Air Max Nuaxis,Men's Shoes,85,85,0,Brown,Sanddrift/Cacao Wow/White/Sail,Just In
Nike Air Max Nuaxis,Men's Shoes,85,85,0,Black,Black/Anthracite/Black,Sustainable Materials
Nike Air Max Nuaxis,Men's Shoes,85,85,0,Grey,Vast Grey/College Grey/Racer Blue/White,Sustainable Materials
Nike Air Max Nuaxis,Men's Shoes,85,85,0,White,White/White/White/Black,Sustainable Materials
Nike Air Max Nuaxis,Men's Shoes,85,85,0,Black,Black/Black/White/White,Sustainable Materials
Nike SB Vertebrae,Men's Shoes,51.97,85,38,Black,Black/Black/Summit White/Malachite,
Nike SB Vertebrae,Men's Shoes,51.97,85,38,Blue,Astronomy Blue/Obsidian/Midnight Navy/Wolf Grey,
Nike SB Vertebrae,Men's Shoes,51.97,85,38,Purple,Dark Raisin/Black/Concord/University Gold,
Nike SB Vertebrae,Men's Shoes,85,85,0,Grey,Light Smoke Grey/Dark Smoke Grey/Black/Dark Team Red,
Nike SB Vertebrae,Men's Shoes,85,85,0,Green,Fir/Sequoia/Light Orewood Brown/Black,
Nike Zegama 2,Men's Trail Running Shoes,125.97,180,30,Blue,Smokey Blue/Metallic Platinum/Armory Navy,
Nike Zegama 2,Men's Trail Running Shoes,125.97,180,30,Green,Jade Horizon/Phantom/Cement Grey/Burgundy Crush,
Nike Zegama 2,Men's Trail Running Shoes,125.97,180,30,Brown,Khaki/Hyper Crimson/Burgundy Crush/White,
Nike Zegama 2,Men's Trail Running Shoes,180,180,0,Black,Black/Wolf Grey/Anthracite/White,
Nike Zegama 2,Men's Trail Running Shoes,180,180,0,Black,Off Noir/Monarch/Pale Ivory/Black,
Nike Quest 6,Men's Road Running Shoes,55.97,80,30,Grey,Light Smoke Grey/Ashen Slate/Hyper Royal/Iron Grey,Sustainable Materials
Nike Quest 6,Men's Road Running Shoes,55.97,80,30,White,White/Dusty Cactus/Black,Sustainable Materials
Nike Quest 6,Men's Road Running Shoes,80,80,0,Blue,Armory Navy/Green Strike/Black/Desert Khaki,Just In
Nike Quest 6,Men's Road Running Shoes,80,80,0,White,White/Hyper Royal/Volt/Black,Sustainable Materials
Nike Quest 6,Men's Road Running Shoes,80,80,0,Black,Black/Iron Grey/White,Sustainable Materials
Nike Quest 6,Men's Road Running Shoes,80,80,0,Black,Black/Dark Smoke Grey,Sustainable Materials
Nike Quest 6,Men's Road Running Shoes,80,80,0,White,White/Pure Platinum/Black,Sustainable Materials
NikeCourt Lite 4,Men's Tennis Shoes,56.97,80,28,White,White/Hyper Royal/Hyper Crimson,
NikeCourt Lite 4,Men's Tennis Shoes,80,80,0,White,White/Armory Navy/Denim Turquoise/Volt,
NikeCourt Lite 4,Men's Tennis Shoes,80,80,0,Black,Black/Anthracite/White,
NikeCourt Lite 4,Men's Tennis Shoes,80,80,0,White,White/Summit White/Black,
Nike SB Zoom Janoski OG+,Skate Shoes,57.97,95,38,Red,Burgundy Crush/Burgundy Crush/Sail/Black,
Nike SB Zoom Janoski OG+,Skate Shoes,95,95,0,Black,Black/Black/Summit White/University Red,
Nike SB Zoom Janoski OG+,Skate Shoes,95,95,0,Brown,Sanddrift/Thunder Blue/Summit White/Smokey Blue,
Nike Downshifter 13,Men's Road Running Shoes (Extra Wide),51.97,75,30,Grey,Cool Grey/Dusty Cactus/Pure Platinum/Black,Sustainable Materials
Nike Downshifter 13,Men's Road Running Shoes (Extra Wide),75,75,0,Black,Black/Dark Smoke Grey/White,Sustainable Materials
Nike Downshifter 13,Men's Road Running Shoes (Extra Wide),75,75,0,Grey,Anthracite/Wolf Grey/Black,Sustainable Materials
Nike Downshifter 13,Men's Road Running Shoes (Extra Wide),75,75,0,Blue,University Blue/Blue Void/Glacier Blue/White,Sustainable Materials
Nike Blazer Low Pro Club,Men's Shoes,59.97,100,40,White,Summit White/White/Phantom/Malachite,
Nike Air Max TW Next Nature,Men's Shoes,89.97,160,43,White,White/Black/Bright Mandarin,Sustainable Materials
Nike Air Force 1 '07,Men's Shoes,80.97,115,29,Black,Black/Vintage Green,
Nike Air Force 1 '07,Men's Shoes,80.97,115,29,White,White/White/Safety Orange,
Nike Air Force 1 '07,Men's Shoes,69.97,115,39,White,White/Neutral Olive,
Nike Air Force 1 '07,Men's Shoes,115,115,0,White,White/Gum Light Brown/White,
Nike Air Force 1 '07,Men's Shoes,115,115,0,White,White/White/Light Smoke Grey,
Nike Air Force 1 '07,Men's Shoes,115,115,0,White,White/White/Dragon Red,
Nike Air Force 1 '07,Men's Shoes,115,115,0,Black,Black/Black/White,
Nike Air Force 1 '07,Men's Shoes,115,115,0,White,White/White/Hyper Royal,
Nike Air Force 1 '07,Men's Shoes,115,115,0,Blue,Glacier Blue/White,
Nike Air Force 1 ’07,Shoes,135,135,0,Brown,Light British Tan/Sesame/Picante Red/Cacao Wow,
Nike Zoom Vomero 5,Men's Shoes,112.97,160,29,Grey,Metallic Silver/Pure Platinum/White/Black,
Nike Zoom Vomero 5,Men's Shoes,112.97,160,29,Grey,Dark Stucco/Light Smoke Grey/Phantom,
Nike Zoom Vomero 5,Men's Shoes,112.97,160,29,Blue,Denim Turquoise/Smokey Blue/Pale Ivory,
Nike Zoom Vomero 5,Men's Shoes,119.97,170,29,Purple,Platinum Violet/Light Violet Ore/Team Gold/Dark Raisin,
Nike Zoom Vomero 5,Men's Shoes,104.97,160,34,Grey,Metallic Silver/University Red/White/Black,
Nike Zoom Vomero 5,Men's Shoes,112.97,160,29,Black,Black/Sequoia/Flat Pewter/Metallic Pewter,
Nike Zoom Vomero 5,Men's Shoes,119.97,170,29,Brown,Khaki/Light Orewood Brown/Sesame/Phantom,
Nike Waffle Nav,Men's Shoes,56.97,80,28,Grey,Wolf Grey/Cool Grey/White/University Red,
Nike Waffle Nav,Men's Shoes,80,80,0,White,White/Phantom/Summit White/Black,
Nike Waffle Nav,Men's Shoes,80,80,0,Black,Black/Off Noir/White,
Nike Waffle Nav,Men's Shoes,80,80,0,Grey,Flat Silver/White/Photon Dust/Hyper Royal,
Nike Waffle Nav,Men's Shoes,80,80,0,Brown,Mink Brown/Ironstone/Light Bone/Vast Grey,
Nike Waffle Nav,Men's Shoes,80,80,0,White,Sail/Light Bone/White/Malachite,
Nike Winflo 11,Men's Road Running Shoes,72.97,105,30,Grey,Pure Platinum/Armory Navy/Photon Dust/Dusty Cactus,Sustainable Materials
Nike Winflo 11,Men's Road Running Shoes,72.97,105,30,Blue,Midnight Navy/Star Blue/Dark Obsidian/White,Sustainable Materials
Nike Winflo 11 PRM,Men's Road Running Shoes,79.97,115,30,Orange,Hyper Crimson/Safety Orange/Metallic Silver,Sustainable Materials
Nike Winflo 11,Men's Road Running Shoes,105,105,0,Black,Black/Anthracite,Sustainable Materials
Nike Winflo 11,Men's Road Running Shoes,105,105,0,Black,Black/Anthracite/Cool Grey/White,Sustainable Materials
Nike Winflo 11 SE,Men's Road Running Shoes,115,115,0,White,White/Metallic Gold/Light Smoke Grey/Black,
Nike Winflo 11,Men's Road Running Shoes,105,105,0,Brown,Light Orewood Brown/Summit White/Light Lemon Twist/Sequoia,Sustainable Materials
Nike Winflo 11,Men's Road Running Shoes,105,105,0,White,White/Ashen Slate/Anthracite/Metallic Silver,Sustainable Materials
Nike Journey Run,Men's Road Running Shoes,62.97,90,30,White,White/Dusty Cactus/Pure Platinum/Black,Sustainable Materials
Nike Journey Run PRM,Men's Road Running Shoes,69.97,100,30,Orange,Hyper Crimson/Wolf Grey/Safety Orange/Metallic Silver,Sustainable Materials
Nike Journey Run,Men's Road Running Shoes,90,90,0,Black,Black/Anthracite/White,Sustainable Materials
Nike Journey Run,Men's Road Running Shoes,90,90,0,White,White/Fire Red/Cement Grey/Black,Sustainable Materials
Nike Journey Run,Men's Road Running Shoes,90,90,0,Red,Burgundy Crush/Monarch/Total Orange/Black,Sustainable Materials
Nike Journey Run,Men's Road Running Shoes,90,90,0,Blue,Armory Navy/Green Strike/Pale Ivory/Desert Khaki,Sustainable Materials
Nike Journey Run,Men's Road Running Shoes,90,90,0,White,White/Black/Ashen Slate/Metallic Silver,Sustainable Materials
Nike Precision 7 EasyOn,Men's Basketball Shoes,54.97,80,31,Grey,Football Grey/Pure Platinum/Plum Dust/Royal Pulse,Sustainable Materials
Nike Precision 7 EasyOn,Men's Basketball Shoes,56.97,80,28,Orange,Total Orange/Laser Orange/Photon Dust/Black,Sustainable Materials
Nike Precision 7 EasyOn,Men's Basketball Shoes,80,80,0,Black,Black/Parachute Beige/Smoke Grey/Metallic Gold,Sustainable Materials
Nike Precision 7 EasyOn,Men's Basketball Shoes,80,80,0,Blue,Photo Blue/Volt/White,Sustainable Materials
Nike SB Janoski+ Slip,Skate Shoes,59.97,85,29,Blue,Denim Turquoise/Denim Turquoise/Gum Light Brown/Cacao Wow,
Nike SB Janoski+ Slip,Skate Shoes,85,85,0,White,Summit White/Summit White/White/Black,
Nike SB Janoski+ Slip,Skate Shoes,85,85,0,Black,Black/Black/Black/White,
Nike SB Janoski+ Slip,Skate Shoes,85,85,0,Blue,Thunder Blue/Thunder Blue/Sail/Sundial,Just In
Nike SB Janoski+ Slip,Skate Shoes,85,85,0,Grey,Wolf Grey/Wolf Grey/Summit White/Navy,
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,65.97,95,30,Grey,Light Smoke Grey/White/Black/Particle Grey,Best Seller
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,65.97,95,30,Grey,Light Smoke Grey/White/Black/Particle Grey,Best Seller
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,65.97,95,30,Green,Barely Green/Vapor Green/Black,Best Seller
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,95,95,0,White,White/Hot Curry/Black/Light Curry,Best Seller
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,95,95,0,Red,Dark Team Red/Burgundy Crush/Off Noir/Picante Red,Best Seller
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,95,95,0,Blue,Diffused Blue/Blue Void/Thunder Blue/Hyper Royal,Best Seller
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,95,95,0,Black,Black/Black/White,Best Seller
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,95,95,0,Grey,Cool Grey/Wolf Grey/Pure Platinum/White,Best Seller
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,95,95,0,Black,Black/Black/Anthracite,Best Seller
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,95,95,0,Grey,Light Silver/Dark Stucco/Pure Platinum/Anthracite,Best Seller
Nike Air Max Alpha Trainer 6,Men's Workout Shoes,95,95,0,White,Sail/Coconut Milk/Team Gold/Black,Best Seller
Nike Metcon 1 OG,Men's Workout Shoes,104.97,150,30,Black,Black/White/Metallic Cool Grey,Best Seller
"Giannis Immortality 4 ""Christmas""",Basketball Shoes,59.97,85,29,Green,Dusty Cactus/Royal Pulse/Green Frost/White,Best Seller
"Giannis Immortality 4 ""Halloween""",Basketball Shoes,59.97,85,29,Green,Cyber/Sundial/Lightning/Bright Mandarin,Best Seller
"Giannis Immortality 4 ""Blue""",Basketball Shoes,59.97,85,29,Blue,Racer Blue/White/Light Photo Blue/University Blue,Best Seller
Giannis Immortality 4,Basketball Shoes,85,85,0,White,White/Pure Platinum/Black,Best Seller
Giannis Immortality 4,Basketball Shoes,85,85,0,Purple,Hyper Violet/Green Strike/Bold Berry/Black,Just In
Giannis Immortality 4,Basketball Shoes,85,85,0,Black,Black/University Red/Team Red,Best Seller
Giannis Immortality 4,Basketball Shoes,85,85,0,Black,Black/Black/Black,Best Seller
"Jordan Heir Series ""Classic""",Basketball Shoes,93.97,110,14,Black,Black/Sail/Metallic Gold,
Jordan Heir Series,Basketball Shoes,93.97,110,14,Orange,Orange Pulse/Hyper Crimson/Electro Green/Ghost Green,
Nike SB Dunk Low Pro,Skate Shoes,87.97,125,29,Brown,Sesame/Pear/Fir/Metallic Silver,
Nike SB Dunk Low Pro,Skate Shoes,115,115,0,Orange,Burnt Sunrise/Gum Light Brown/Vintage Green,
Nike SB Dunk Low Pro,Skate Shoes,125,125,0,Brown,Celestial Gold/Dark Team Red/Armory Navy/Black,
Nike SB Dunk Low Pro,Skate Shoes,115,115,0,Grey,Light Carbon/Monarch/Summit White/Sesame,
Nike Pegasus EasyOn,Men's Road Running Shoes,111.97,140,20,Grey,Pure Platinum/Ashen Slate/Racer Blue/Metallic Silver,Sustainable Materials
Nike Pegasus EasyOn,Men's Road Running Shoes,140,140,0,Black,Black/White/Anthracite,Sustainable Materials
Nike Pegasus EasyOn,Men's Road Running Shoes,140,140,0,Black,Black/Anthracite/Photon Dust/White,Sustainable Materials
Nike Pegasus EasyOn,Men's Road Running Shoes,140,140,0,White,White/Pure Platinum/Dark Smoke Grey/White,Sustainable Materials
Nike Dunk Low Retro SE Leather/Suede,Men's Shoes,75.97,125,39,Brown,Amber Brown/White/Dark Pony,
Nike Dunk Low Retro SE Leather/Suede,Men's Shoes,125,125,0,White,White/White/Black,
Nike Dunk Low Retro SE Leather/Suede,Men's Shoes,125,125,0,Purple,Platinum Violet/Pale Ivory/Cave Stone,Just In
Nike Mercurial Superfly 10 Academy,AG High-Top Soccer Cleats,70.97,100,29,Yellow,Volt/Black,Sustainable Materials
Nike Mercurial Superfly 10 Academy,AG High-Top Soccer Cleats,100,100,0,Black,Black/Deep Jungle/Black,Sustainable Materials
Nike Mercurial Superfly 10 Academy,AG High-Top Soccer Cleats,100,100,0,Red,Ember Glow/Aurora Green,Sustainable Materials
Nike Superfly 10 Academy Mercurial Dream Speed,AG High-Top Soccer Cleats,105,105,0,Green,Barely Green/Crimson Pulse/Metallic Gold Coin,
"Nike Mercurial Superfly 10 Academy ""Kylian Mbappé""",TF High-Top Soccer Shoes,88.97,105,15,Orange,Light Laser Orange/Armory Navy,
Nike Mercurial Vapor 16 Pro,AG-Pro Low-Top Soccer Cleats,129.97,160,18,Yellow,Volt/Black,Sustainable Materials
Nike Mercurial Vapor 16 Pro,AG-Pro Low-Top Soccer Cleats,160,160,0,Black,Black/Deep Jungle/Black,Sustainable Materials
Nike Mercurial Vapor 16 Pro,AG-Pro Low-Top Soccer Cleats,160,160,0,Red,Ember Glow/Aurora Green,Just In
Nike ACG Rufus,Men's Shoes,77.97,110,29,Green,Geode Teal/Deep Jungle/Light Bone/Geode Teal,
Nike ACG Rufus,Men's Shoes,110,110,0,Black,Black/Summit White/Hot Curry/Black,
Nike ACG Rufus,Men's Shoes,110,110,0,Brown,Limestone/Black/Black/Limestone,
Nike ACG Rufus,Men's Shoes,110,110,0,Green,Sequoia/Black/Reed/Sequoia,
Nike ACG Air Exploraid,Men's Shoes,98.97,140,29,Grey,Light Graphite/Black/Photon Dust/Canyon Gold,Sustainable Materials
Nike ACG Air Exploraid,Men's Shoes,98.97,140,29,Pink,Light Wild Mango/Dark Raisin/Laser Fuchsia/University Gold,Sustainable Materials
Nike ACG Air Exploraid,Men's Shoes,140,140,0,Brown,Neutral Olive/Hemp/Anthracite/Cosmic Clay,Sustainable Materials
Nike Infinity Tour 2 GORE-TEX,Men's Waterproof Golf Shoes,150.97,200,24,Blue,Denim Turquoise/Aegean Storm/Hyper Pink/Black,
Nike Infinity Tour 2 GORE-TEX,Men's Waterproof Golf Shoes,200,200,0,Black,Black/Black,
Nike Promina,Men's Walking Shoes,44.97,65,30,Green,Dusty Cactus/White/Black,Sustainable Materials
Nike Promina,Men's Walking Shoes,65,65,0,Black,Black/College Grey/Copper Moon,Sustainable Materials
Nike Promina,Men's Walking Shoes,65,65,0,White,White/Pure Platinum,Sustainable Materials
Nike Promina,Men's Walking Shoes,65,65,0,Brown,Light Orewood Brown/Sail/Deep Royal Blue,Sustainable Materials
Nike Promina,Men's Walking Shoes,65,65,0,Blue,Midnight Navy/Black/White,Sustainable Materials
Nike Promina,Men's Walking Shoes,65,65,0,Black,Black/Dark Smoke Grey,Sustainable Materials
Nike Promina,Men's Walking Shoes,65,65,0,Black,Black/White,Sustainable Materials
Nike Promina,Men's Walking Shoes,65,65,0,Grey,Light Pumice/Dark Stucco/Summit White/Anthracite,Sustainable Materials
Nike Promina,Men's Walking Shoes,65,65,0,Grey,Pure Platinum/Black/Volt,Sustainable Materials
Nike Promina,Men's Walking Shoes,65,65,0,White,White/Black,Sustainable Materials
Nike Interact Run EasyOn,Men's Road Running Shoes,58.97,85,30,White,White/Black/Photon Dust/Racer Blue,Sustainable Materials
Nike Interact Run EasyOn SE,Men's Road Running Shoes,58.97,85,30,Black,Black/Barely Volt/Multi-Color/White,
Nike Interact Run EasyOn,Men's Road Running Shoes,85,85,0,Grey,Wolf Grey/Safety Orange/University Red/White,Just In
Nike Interact Run EasyOn,Men's Road Running Shoes,85,85,0,White,White/White/Black,Sustainable Materials
Nike Rival Fly 4,Men's Road Running Shoes,69.97,100,30,White,White/Total Orange/Pale Ivory/Black,
Nike Rival Fly 4,Men's Road Running Shoes,69.97,100,30,White,Sail/Pale Ivory/Guava Ice/Black,
Nike Rival Fly 4,Men's Road Running Shoes,100,100,0,White,White/Black/University Red/Habanero Red,
Nike Rival Fly 4,Men's Road Running Shoes,100,100,0,Black,Black/Wolf Grey/Volt/White,
Nike SB Malor,Men's Shoes,45.97,75,38,Black,Black/Black/Anthracite/Gym Red,
Nike SB Malor,Men's Shoes,45.97,75,38,Green,Medium Olive/Cargo Khaki/Black/Sail,
Nike SB Malor,Men's Shoes,75,75,0,Black,Black/Black/White/White,
Nike SB Malor,Men's Shoes,75,75,0,White,White/Summit White/Gum Light Brown/Black,
Nike SB Malor,Men's Shoes,75,75,0,Brown,Ironstone/Baroque Brown/Black/Light Khaki,Just In
Nike SB Malor,Men's Shoes,75,75,0,Grey,Platinum Tint/Wolf Grey/Summit White/Court Purple,
Nike SB Malor,Men's Shoes,75,75,0,Blue,Midnight Navy/Black/Light Orewood Brown/Black,
Nike SB Malor,Men's Shoes,75,75,0,Grey,Light Smoke Grey/Dark Smoke Grey/Smoke Grey/Cosmic Clay,
Nike Alpha Huarache NXT MCS,Men's Baseball Cleats,105.97,150,29,Black,Black/Life Lime/Volt,
Nike Alpha Huarache NXT MCS,Men's Baseball Cleats,150,150,0,Black,Black/Dark Smoke Grey/White,
Nike Alpha Huarache NXT MCS,Men's Baseball Cleats,150,150,0,Grey,Wolf Grey/White/Pure Platinum/Dark Smoke Grey,
Nike Alpha Huarache NXT MCS,Men's Baseball Cleats,150,150,0,White,White/Hyper Royal,
Nike Alpha Huarache NXT MCS,Men's Baseball Cleats,150,150,0,White,White/University Red,
Nike Alpha Huarache NXT MCS,Men's Baseball Cleats,150,150,0,White,White/Black,
Nike Alpha Huarache NXT MCS,Baseball Cleats,150,150,0,White,Summit White/Phantom/Hemp/Royal Pulse,
Nike SB Blazer Low Pro GT Premium,Men's Shoes,63.97,90,28,White,Summit White/Summit White/White/Game Royal,
Nike Air Max Goadome,Men's Boots,126.97,180,29,White,Summit White/Khaki/Gum Medium Brown/Summit White,
Nike Air Max Goadome,Men's Boots,180,180,0,Black,Black/Black/Black,
Nike Air Max Nuaxis,Men's Winterized Shoes,63.97,90,28,Black,Black/Midnight Navy/Midnight Navy/Black,
Nike Air Max Nuaxis,Men's Winterized Shoes,54.97,90,38,Grey,Light Bone/Flat Pewter/Light Iron Ore/Light Bone,
Nike E-Series AD,Men's Weatherized Shoes,72.97,85,14,Blue,Midnight Navy/Obsidian/Racer Blue/Black,
Nike E-Series AD,Men's Weatherized Shoes,85,85,0,Black,Black/Mink Brown/Black/Burgundy Crush,
Nike Dunk Low Retro SE,Men's Winterized Shoes,87.97,125,29,Green,Vintage Green/Denim Turquoise/Anthracite/Black,
Nike Dunk Low Retro SE,Men's Winterized Shoes,125,125,0,Black,Off Noir/Smoke Grey/Anthracite/Black,
Nike Dunk High Retro SE,Men's Shoes,81.97,135,39,Green,Jade Horizon/Phantom/Gum Yellow/Armory Navy,
Alabama A&M Pegasus 41,Men's Nike College Road Running Shoes,119.97,150,20,Red,Deep Maroon/White/Wolf Grey/White,
Alabama Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Red,Team Crimson/White/Night Silver/White,
Arizona Pegasus 41,Men's Nike College Road Running Shoes,119.97,150,20,Blue,College Navy/White/University Red/White,
Arkansas Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Grey,Wolf Grey/White/Team Crimson/White,
Clark Atlanta Pegasus 41,Men's Nike College Road Running Shoes,119.97,150,20,Black,Black/White/Team Scarlet/White,
Clemson Pegasus 41,Men's Nike College Road Running Shoes,119.97,150,20,Purple,New Orchid/White/University Orange/White,
Colorado Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Black,Black/White/Team Gold/White,
Duke Pegasus 41,Men's Nike College Road Running Shoes,119.97,150,20,Blue,Game Royal/White/Black/White,
FAMU Pegasus 41,Men's Nike College Road Running Shoes,119.97,150,20,Green,Fortress Green/White/Orange Horizon/White,
Florida Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Blue,Game Royal/White/University Orange/White,
Florida State Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Red,Team Maroon/White/Team Gold/White,
Georgia Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Red,University Red/White/Black/White,
Kentucky Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Blue,Game Royal/White/Wolf Grey/White,
LSU Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Purple,Court Purple/White/University Gold/White,
Michigan State Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Green,Pro Green/White/Night Silver/White,
Michigan Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Blue,College Navy/White/Amarillo/White,
Missouri Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Black,Black/White/University Gold/White,
Morehouse Pegasus 41,Men's Nike College Road Running Shoes,119.97,150,20,Red,Deep Garnet/White/Black/White,
North Carolina A&T Pegasus 41,Men's Nike College Road Running Shoes,119.97,150,20,Blue,Sport Royal/White/Varsity Maize/White,
Ohio State Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Red,University Red/White/Pewter Grey/White,
Oklahoma State Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Black,Black/White/Brilliant Orange/White,
Oklahoma Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Red,Team Crimson/White/Black/White,
Oregon Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Green,Apple Green/White/Yellow Strike/White,
Oregon State Pegasus 41,Men's Nike College Road Running Shoes,119.97,150,20,Black,Black/White/Team Orange/White,
Penn State Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Blue,College Navy/White/Wolf Grey/White,
Spelman Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Blue,Valor Blue/White/Old Royal/White,
Stanford Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Red,Team Crimson/White/Team Crimson/White,
TCU Pegasus 41,Men's Nike College Road Running Shoes,119.97,150,20,Black,Black/White/New Orchid/White,
Tennessee Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Orange,Bright Ceramic/White/Iron Grey/White,
Texas Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Orange,Desert Orange/White/Wolf Grey/White,
Tennessee State Pegasus 41,Men's Nike College Road Running Shoes,127.97,150,14,Blue,Hyper Royal/White/Fire Red/White,
UCLA Pegasus 41,Men's Nike College Road Running Shoes,119.97,150,20,Blue,Signal Blue/White/Gold/White,
UNC Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Blue,Valor Blue/White/College Navy/White,
USC Pegasus 41,Men's Nike College Road Running Shoes,105.97,150,29,Red,Team Crimson/White/University Gold/White,
Virginia Pegasus 41,Men's Nike College Road Running Shoes,119.97,150,20,Orange,Team Orange/White/College Navy/White,
Virginia Tech Pegasus 41,Men's Nike College Road Running Shoes,119.97,150,20,Red,Deep Maroon/White/University Orange/White,
West Virginia Pegasus 41,Men's Nike College Road Running Shoes,119.97,150,20,Blue,College Navy/White/University Gold/White,
Purdue Pegasus 41,Men's Nike College Road Running Shoes,119.97,150,20,Black,Black/White/Team Gold/White,
Nike Air Max Excee,Men's Shoes,66.97,95,29,Grey,Dark Smoke Grey/Black/Racer Blue/Summit White,
Nike Air Max Excee,Men's Shoes,57.97,95,38,White,Summit White/Light Silver/Jade Horizon/Summit White,
Nike Air Max Excee,Men's Shoes,65.97,95,30,Black,Black/Vintage Green/Dark Team Red/Bronzine,
Nike Air Max Excee,Men's Shoes,95,95,0,Black,Black/Dark Grey/Black,
Nike Air Max Excee,Men's Shoes,95,95,0,White,White/Pure Platinum/Black,
Nike Air Max Excee,Men's Shoes,95,95,0,White,Summit White/Vast Grey/College Grey/Racer Blue,Just In
Nike Air Max Excee,Men's Shoes,95,95,0,Grey,Anthracite/Lightning/Black/Cool Grey,
Nike Air Max Excee,Men's Shoes,95,95,0,Black,Black/Cool Grey/Wolf Grey/White,
Nike Air Max Excee,Men's Shoes,95,95,0,Black,Black/Gum Light Brown/Anthracite,
NikeCourt Lite 4 Heritage,Men's Hard Court Tennis Shoes,59.97,85,29,Brown,Light Orewood Brown/Aegean Storm/Baroque Brown,
Nike P-6000 SE,Men's Shoes,84.97,120,29,Brown,Dark Pony/Metallic Gold/Pale Ivory/Burgundy Crush,
Nike P-6000 SE,Men's Shoes,84.97,120,29,Brown,Flax/Metallic Gold/Sail/Flax,
Nike P-6000 SE,Men's Shoes,120,120,0,Brown,Alabaster/Sail/Black,
