Title,Subtitle,Price,Initial Price,Discount (%),Color,Color Description,Badge
Air Jordan 9 G,Golf Shoes,172.97,230,24,Grey,Medium Grey/Cool Grey/White,
Air Jordan 9 G,Golf Shoes,149.97,230,34,White,White/White/University Blue,
Air Jordan 9 G,Golf Shoes,195.97,230,14,Black,Black/True Red/Dark Charcoal,
"Book 1 ""Rattlesnake""",Basketball Shoes,102.97,140,26,White,White/Burnt Sunrise/Black/Light Orewood Brown,
Book 1,Basketball Shoes,102.97,140,26,Purple,Barely Grape/Lilac Bloom/Daybreak,
"Book 1 ""Halloween""",Basketball Shoes,111.97,140,20,Black,Black/White/Clay Orange/Black,
"Book 1 ""Sunset""",Basketball Shoes,98.97,140,29,Purple,Court Purple/Taupe Grey/Sundial/Total Orange,
"Book 1 ""Sunrise""",Basketball Shoes,98.97,140,29,Pink,Pink Foam/Playful Pink/Laser Orange/Pink Foam,
Book 1,Basketball Shoes,140,140,0,Green,Fir/Hemp/White/Phantom,Launching in SNKRS
Book 1,Basketball Shoes,140,140,0,Orange,Magic Ember/Picante Red/Washed Coral/White Onyx,Best Seller
"Book 1 ""Christmas""",Basketball Shoes,140,140,0,White,White/Black/Clay Orange/White,
Zion 3,Basketball Shoes,77.97,140,44,Black,Black/White/Pear/Light British Tan,
"Zion 3 ""Rising""",Basketball Shoes,91.97,140,34,Pink,Bleached Coral/Pale Ivory/Glacier Blue/Crimson Tint,
Zion 3,Basketball Shoes,77.97,140,44,White,White/Off White/Pink Foam/Vapor Green,
"Zion 3 M.U.D. ""Light Bone"" SE",Basketball Shoes,82.97,150,44,Grey,Light Bone/Sail/Volt/Light Bone,Member Product
"Zion 3 ""Orchid"" SE",Basketball Shoes,82.97,150,44,Purple,Plum Fog/Sail/Black,Member Product
"Zion 3 M.U.D. ""Ash"" SE",Basketball Shoes,97.97,150,34,Black,Black/Sail/Dark Ash,
Zion 3,Basketball Shoes,91.97,140,34,Black,Black/Vivid Purple/Barely Volt/Solar Red,
Zion 3,Basketball Shoes,140,140,0,Blue,Half Blue/University Blue,
Nike Free Run 5.0,Men's Road Running Shoes,79.97,100,20,Black,Black/Dark Smoke Grey/White,Sustainable Materials
Nike Free Run 5.0,Men's Road Running Shoes,79.97,100,20,Grey,Phantom/Sail/Black,Sustainable Materials
Nike Mercurial Vapor 16 Club,MG Low-Top Soccer Cleats,45.97,65,29,Blue,Glacier Blue/Blue Orbit,Sustainable Materials
Nike Mercurial Vapor 16 Club,MG Low-Top Soccer Cleats,65,65,0,Black,Black/Deep Jungle/Black,Sustainable Materials
Nike Mercurial Vapor 16 Club,MG Low-Top Soccer Cleats,65,65,0,Red,Ember Glow/Aurora Green,Sustainable Materials
Nike Air Max 1 Essential Premium,Men's Shoes,105.97,150,29,Brown,Neutral Olive/Cargo Khaki/Cacao Wow/Black,
Nike Lunar Roam,Men's Shoes,105.97,150,29,White,White/Bright Crimson/Hot Lava/Black,
Nike Lunar Roam,Men's Shoes,105.97,150,29,Black,Black/Anthracite/Cool Grey/Black,
Nike Lunar Roam,Men's Shoes,105.97,150,29,Brown,Sesame/Smoke Grey/Dark Raisin/Black,
Nike Lunar Roam,Men's Shoes,105.97,150,29,Orange,Hyper Crimson/Sundial/Light Wild Mango/Black,
Nike Lunar Roam,Men's Shoes,105.97,150,29,Grey,Cool Grey/Wolf Grey/University Red/Anthracite,
Nike Lunar Roam,Men's Shoes,97.97,150,34,White,Summit White/Light Smoke Grey/Black/Black,
Nike Lunar Roam,Men's Shoes,150,150,0,Grey,College Grey/Light Orewood Brown/Cave Stone/Black,Just In
Nike Lunar Roam,Men's Shoes,150,150,0,White,Sail/Diffused Blue/College Navy/Black,Just In
Nike Lunar Roam,Men's Shoes,150,150,0,Brown,Parachute Beige/Light Khaki/Mink Brown/Black,Just In
Nike Lunar Roam,Men's Shoes,150,150,0,Grey,Dark Smoke Grey/Dark Smoke Grey/Anthracite/Black,
Nike Lunar Roam,Men's Shoes,150,150,0,White,Summit White/Phantom/Light Bone/Summit White,
Nike Lunar Roam,Men's Shoes,150,150,0,Black,Black/Iron Grey/Light Lemon Twist/White,
Nike Mercurial Superfly 10 Club,MG High-Top Soccer Cleats,58.97,75,21,Blue,Glacier Blue/Blue Orbit,Sustainable Materials
Nike Mercurial Superfly 10 Club,MG High-Top Soccer Cleats,75,75,0,Black,Black/Deep Jungle/Black,Sustainable Materials
Nike Mercurial Superfly 10 Club,MG High-Top Soccer Cleats,75,75,0,Red,Ember Glow/Aurora Green,Sustainable Materials
Nike Metcon 9 AMP,Men's Workout Shoes,111.97,160,30,Black,Black/Bronzine/Citron Tint/Black,Sustainable Materials
Nike Metcon 9 AMP,Men's Workout Shoes,111.97,160,30,Grey,Dark Stucco/Flat Pewter/Phantom/Light Bone,Sustainable Materials
Nike Metcon 9 AMP,Men's Workout Shoes,111.97,160,30,White,White/Light Bone/Limestone/Midnight Navy,Sustainable Materials
Nike Metcon 9 AMP,Men's Workout Shoes,160,160,0,Black,Black/Deep Night/Copper Moon/Blue Void,
NOCTA Zoom Drive,Men's Shoes,123.97,165,24,Black,Black/White,
NOCTA Zoom Drive,Men's Shoes,123.97,165,24,White,White/Summit White/Black/White,
Nike Mercurial Superfly 10 Academy,MG High-Top Soccer Cleats,79.97,100,20,Blue,Glacier Blue/Blue Orbit,Sustainable Materials
Nike Mercurial Superfly 10 Academy,MG High-Top Soccer Cleats,70.97,100,29,Yellow,Volt/Black,Sustainable Materials
"Nike Mercurial Superfly 10 Academy ""Kylian Mbappé""",MG High-Top Soccer Cleats,88.97,105,15,Orange,Light Laser Orange/Armory Navy,
Nike Mercurial Superfly 10 Academy,MG High-Top Soccer Cleats,100,100,0,Black,Black/Deep Jungle/Black,Sustainable Materials
Nike Mercurial Superfly 10 Academy,MG High-Top Soccer Cleats,100,100,0,Red,Ember Glow/Aurora Green,Sustainable Materials
Nike Superfly 10 Academy Mercurial Dream Speed,MG High-Top Soccer Cleats,105,105,0,Green,Barely Green/Crimson Pulse/Metallic Gold Coin,
Nike Lunar Roam Premium,Men's Shoes,104.97,160,34,Pink,Pink Gaze/Crimson Bliss/Pink Gaze/Black,
Nike Lunar Roam Premium,Men's Shoes,115.97,165,29,Grey,Wolf Grey/Wolf Grey/Cool Grey/Anthracite,
Nike Lunar Roam Premium,Men's Shoes,165,165,0,Black,Black/Cool Grey/Aurora Green/Photon Dust,
Nike Huarache 9 Elite Mid LAX SE,Lacrosse Cleats,105.97,150,29,Grey,Football Grey/White/Luminous Green/Black,
Nike Huarache 9 Elite Mid LAX SE,Lacrosse Cleats,150,150,0,White,White/Vivid Blue/Volt,
Jordan ADG 5,Golf Shoes (Wide),126.97,195,34,White,White/Emerald Rise/Grape Ice,
Jordan ADG 5,Golf Shoes (Wide),126.97,195,34,Black,Black/Metallic Silver/Blue Tint/Fire Red,
Jordan ADG 5,Golf Shoes (Wide),126.97,195,34,White,White/Metallic Silver/Blue Tint/Fire Red,
Jordan ADG 5,Golf Shoes (Wide),126.97,195,34,Grey,Anthracite/Black/Cool Grey/Action Green,
Jordan ADG 5,Golf Shoes (Wide),195,195,0,White,White/Black/Varsity Red,Just In
"Nike SFB Field 2 8"" Leather",Tactical Boots,122.97,175,29,Brown,Coyote/Coyote,Sold Out
Nike SB React Leo,Skate Shoes,56.97,95,40,Green,Malachite/Malachite/Black/White,
Nike SB React Leo Premium,Skate Shoes,83.97,105,20,Red,Dark Beetroot/Team Red/Picante Red/Dark Beetroot,
Nike SB React Leo,Skate Shoes,65.97,95,30,Brown,Dark Russet/White/Dark Pony/Dark Russet,
Nike SB React Leo,Skate Shoes,57.97,95,38,Green,Vintage Green/Black/Anthracite/Vintage Green,
Nike SB React Leo,Skate Shoes,95,95,0,Blue,Navy/Black/Anthracite/Navy,
Nike Tiempo Legend 10 Pro,Artificial-Grass Low-Top Soccer Cleats,105.97,150,29,Blue,Soar/White,Sustainable Materials
Nike Tiempo Legend 10 Pro,Artificial-Grass Low-Top Soccer Cleats,124.97,150,16,Grey,Metallic Silver/Volt/Black,Sustainable Materials
Nike Tiempo Legend 10 Pro,Artificial-Grass Low-Top Soccer Cleats,150,150,0,Black,Black/Deep Jungle/Black,Sustainable Materials
Nike Tiempo Legend 10 Pro,Artificial-Grass Low-Top Soccer Cleats,150,150,0,Pink,Hot Lava/White,Sustainable Materials
NikeCourt Lite 4 Premium,Men's Clay Court Tennis Shoes,72.97,85,14,Grey,Pure Platinum/Black/Hyper Crimson/White,
NikeCourt Lite 4 Premium,Men's Hard Court Tennis Shoes,59.97,85,29,Grey,Phantom/College Grey/Metallic Pewter,
LeBron Witness 8,Basketball Shoes,64.97,110,40,Blue,Game Royal/Game Royal/White,
LeBron Witness 8,Basketball Shoes,64.97,110,40,Red,Light Crimson/Bright Crimson/Gym Red/White,
LeBron Witness 8,Basketball Shoes,64.97,110,40,Black,Black/Black/White,
LeBron Witness 8,Basketball Shoes,64.97,110,40,Grey,Cool Grey/Black/White,
LeBron Witness 8,Basketball Shoes,64.97,110,40,Black,Black/University Red/White,
LeBron Witness 8,Basketball Shoes,64.97,110,40,White,White/Bright Mandarin/Aster Pink,
Nike Structure 25,Men's Road Running Shoes (Extra Wide),97.97,140,30,Black,Black/Iron Grey/White,Sustainable Materials
Nike Free Run Flyknit 2018,Men's Road Running Shoes,89.97,120,25,White,White/Grey/Black,
Nike Air Zoom Infinity Tour 2,Golf Shoes (Wide),119.97,170,29,White,White/Vapor Green/Pure Platinum/Black,
Nike Infinity Tour 2,Golf Shoes (Wide),104.97,190,44,Green,Cargo Khaki/Jade Horizon/Hot Punch/Light British Tan,
Nike Air Zoom Infinity Tour 2,Golf Shoes (Wide),110.97,170,34,White,White/University Red/Pure Platinum/Black,
Nike Air Zoom Infinity Tour 2,Golf Shoes (Wide),93.97,170,44,Green,Barely Green/White/Green Strike/Black,
Nike Air Zoom Infinity Tour 2,Golf Shoes (Wide),119.97,170,29,Black,Black/Cool Grey/Pure Platinum/Infinite Gold,
Nike Air Zoom Infinity Tour 2,Golf Shoes (Wide),170,170,0,Black,Black/Vapor Green/Iron Grey/White,
Nike Air Zoom Infinity Tour 2,Golf Shoes (Wide),170,170,0,Grey,Football Grey/Game Royal/Photo Blue/Deep Royal Blue,
Nike Hyperdunk 2017 Low,Basketball Shoes,84.97,130,34,Grey,Cool Grey/Wolf Grey/White/Black,
Nike Hyperdunk 2017 Low,Basketball Shoes,84.97,130,34,Black,Black/Anthracite/White/Metallic Silver,
Nike InfinityRN 4,Men's Road Running Shoes (Extra Wide),103.97,160,35,White,White/White,Sustainable Materials
Nike InfinityRN 4,Men's Road Running Shoes (Extra Wide),103.97,160,35,Black,Black/White,Sustainable Materials
Nike InfinityRN 4,Men's Road Running Shoes (Extra Wide),103.97,160,35,Black,Black/Team Red/White/Fire Red,Sustainable Materials
Nike Mercurial Superfly 10 Academy,IC High-Top Soccer Shoes,84.97,100,15,Blue,Glacier Blue/Blue Orbit,Sustainable Materials
Nike Mercurial Superfly 10 Academy,IC High-Top Soccer Shoes,70.97,100,29,Yellow,Volt/Black,Sustainable Materials
"Nike Mercurial Superfly 10 Academy ""Kylian Mbappé""",IC High-Top Soccer Shoes,88.97,105,15,Orange,Light Laser Orange/Armory Navy,
Nike Mercurial Superfly 10 Academy,IC High-Top Soccer Shoes,100,100,0,Red,Ember Glow/Aurora Green,Sustainable Materials
Nike Mercurial Superfly 10 Academy,IC High-Top Soccer Shoes,100,100,0,Black,Black/Deep Jungle/Black,Sustainable Materials
Jordan 3 Retro MCS,Men's Baseball Cleats,142.97,190,24,Black,Black/Cement Grey/White/Fire Red,
Nike Mercurial Vapor 16 Academy,MG Low-Top Soccer Cleats,63.97,90,28,Blue,Glacier Blue/Blue Orbit,Sustainable Materials
Nike Mercurial Vapor 16 Academy,MG Low-Top Soccer Cleats,63.97,90,28,Yellow,Volt/Black,Sustainable Materials
"Nike Mercurial Vapor 16 Academy ""Kylian Mbappé""",MG Low-Top Soccer Cleats,79.97,95,15,Orange,Light Laser Orange/Armory Navy,
Nike Mercurial Vapor 16 Academy,MG Low-Top Soccer Cleats,90,90,0,Black,Black/Deep Jungle/Black,Sustainable Materials
Nike Mercurial Vapor 16 Academy,MG Low-Top Soccer Cleats,90,90,0,Red,Ember Glow/Aurora Green,Sustainable Materials
Nike Vapor 16 Academy Mercurial Dream Speed,MG Low-Top Soccer Cleats,90,90,0,Green,Barely Green/Crimson Pulse/Metallic Gold Coin,
Nike Huarache 9 Elite TF LAX SE,Lacrosse Shoes,84.97,120,29,Grey,Football Grey/White/Luminous Green/Black,
"Zion 3 ""Z-3D""",Basketball Shoes,82.97,150,44,Grey,Football Grey/Flash Crimson/Chlorine Blue/Black,Sustainable Materials
Nike Streakfly,Road Racing Shoes,118.97,170,30,Yellow,Volt/Bright Crimson/Volt/Black,
Nike Streakfly,Road Racing Shoes,118.97,170,30,White,White/Vivid Grape/Purple Agate/Black,
Nike Streakfly,Road Racing Shoes,118.97,170,30,Brown,Pale Ivory/Guava Ice/Black,
USA Calm,Men's Slides,38.97,55,29,White,Sail/Old Royal/Sport Red,
Nike Free RN NN,Men's Road Running Shoes,76.97,110,30,Black,Black/Anthracite/White,Sustainable Materials
Nike Free RN NN,Men's Road Running Shoes,76.97,110,30,Black,Black/Anthracite/Black,Sustainable Materials
Nike Victory Tour 3,Golf Shoes,115.97,210,44,Green,Cargo Khaki/Black/Hot Punch/Light British Tan,
Nike Air Zoom Victory Tour 3,Men's Golf Shoes,123.97,190,34,White,White/Barely Volt/Wolf Grey/Black,
Nike Air Zoom Victory Tour 3 NRG,Golf Shoes,136.97,210,34,White,White/Aquarius Blue/Light Armory Blue/Midnight Navy,Member Product
Nike Air Zoom Victory Tour 3 NRG,Golf Shoes,157.97,210,24,White,Summit White/Barely Grape/Daybreak/Black,
Nike Air Zoom Victory Tour 3 NRG,Golf Shoes,136.97,210,34,Grey,Light Iron Ore/Phantom/Khaki/Baroque Brown,
Nike Air Zoom Victory Tour 3,Men's Golf Shoes,123.97,190,34,Black,Black/Pure Platinum/Bright Crimson,
Nike Air Zoom Victory Tour 3,Men's Golf Shoes,190,190,0,White,White/Black,
NikeCourt Vapor Lite 2,Men's Clay Tennis Shoes,72.97,85,14,Blue,Denim Turquoise/Volt/Armory Navy,
Nike Vapor Edge Speed 360 2,Men's Football Cleats,77.97,110,29,White,White/Black/University Red,
Nike Vapor Edge Speed 360 2,Men's Football Cleats,94.97,110,13,White,White/Black/New Orchid,
Nike Vapor Edge Speed 360 2,Men's Football Cleats,77.97,110,29,White,White/Black/Brilliant Orange,
Nike Vapor Edge Speed 360 2,Men's Football Cleats,94.97,110,13,White,White/Black/Hyper Royal,
Nike Vapor Edge Speed 360 2,Men's Football Cleats,77.97,110,29,White,White/Black/Fir,
Nike Air Zoom Infinity Tour NRG,Golf Shoes,161.97,190,14,Grey,Light Iron Ore/Sail/Khaki/Baroque Brown,
Nike Infinity Tour 2,Golf Shoes,104.97,190,44,Green,Cargo Khaki/Jade Horizon/Hot Punch/Light British Tan,
Nike Infinity Tour 2,Golf Shoes,119.97,170,29,Grey,Football Grey/Game Royal/Photo Blue/Deep Royal Blue,
Nike Infinity Tour 2,Golf Shoes,119.97,170,29,White,White/University Red/Pure Platinum/Black,
Nike Infinity Tour 2,Golf Shoes,119.97,170,29,Black,Black/Cool Grey/Pure Platinum/Infinite Gold,
Nike Infinity Tour 2,Golf Shoes,144.97,170,14,Grey,Pure Platinum/White/Light Crimson/Armory Navy,
Nike Infinity Tour 2,Golf Shoes,170,170,0,Black,Black/Vapor Green/Iron Grey/White,
Nike Infinity Tour 2,Golf Shoes,170,170,0,White,White/Vapor Green/Pure Platinum/Black,
Nike Griffey 2 MCS,Men's Baseball Cleats,98.97,140,29,Black,Black/White/Fresh Water,
Nike Griffey 2 MCS,Men's Baseball Cleats,93.97,140,32,Black,Black/Volt,
Nike Vapor Edge Shark 2,Men's Football Cleats,38.97,55,29,Black,Black/Black/White,Sustainable Materials
Nike Vapor Edge Shark 2,Men's Football Cleats,44.97,55,18,White,White/White/Pure Platinum/Metallic Silver,Sustainable Materials
Nike Vapor Edge Shark 2,Men's Football Cleats,38.97,55,29,Red,University Red/White/Black,Sustainable Materials
Nike Vapor Edge Shark 2,Men's Football Cleats,35.97,50,28,White,White/Pure Platinum/Metallic Silver,Sustainable Materials
Nike Alpha Menace 4 Shark NRG,Football Cleats,52.97,60,11,Red,Picante Red/White/Black,Sustainable Materials
Nike Vapor Edge Elite 360 2,Men's Football Cleats,178.97,210,14,White,White/Pure Platinum/Metallic Silver,
Nike Vapor Edge Elite 360 2,Men's Football Cleats,124.97,210,40,Black,Black/Anthracite/White,
Nike Vapor Edge Elite 360 2,Men's Football Cleats,139.97,210,33,Red,University Red/White/Black,
Nike Vapor Edge Elite 360 2,Men's Football Cleats,124.97,210,40,Blue,Hyper Royal/White/Black,
Nike Vapor Edge Elite 360 2,Men's Football Cleats,139.97,210,33,Grey,Metallic Silver/White/Light Smoke Grey/Black,
Nike Vapor Edge Pro 360 2,Men's Football Cleats,94.97,135,29,Black,Black/Black/White,
Nike Vapor Edge Pro 360 2,Men's Football Cleats,94.97,135,29,White,White/White/Metallic Silver,
Nike Vapor Edge Pro 360 2,Men's Football Cleats,88.97,135,34,Grey,Pure Platinum/Vapor Green/Barely Green/Black,
Nike Rival XC 6,Cross-Country Spikes,48.97,70,30,Black,Black/Dark Smoke Grey/White/Metallic Silver,
Nike Rival XC 6,Cross-Country Spikes,48.97,70,30,Yellow,Volt/Total Orange/Total Orange/Concord,
Nike Rival XC 6,Cross-Country Spikes,48.97,70,30,Red,Bright Crimson/Black/Metallic Silver/Vapor Green,
Nike ZoomX Dragonfly XC,Cross-Country Spikes,111.97,160,30,Black,Black/Dark Smoke Grey/White/Metallic Silver,
Nike ZoomX Dragonfly XC,Cross-Country Spikes,111.97,160,30,Yellow,Volt/Total Orange/Total Orange/Concord,
Nike ZoomX Dragonfly XC,Cross-Country Spikes,111.97,160,30,Red,Bright Crimson/Black/Metallic Silver/Vapor Green,
Nike Alpha Menace 4 Varsity,Football Cleats,66.97,95,29,White,White/Metallic Silver/Photon Dust/Black,
Nike Alpha Menace 4 Varsity,Football Cleats,66.97,95,29,Black,Black/Light Smoke Grey/Metallic Silver/White,
Nike Alpha Menace 4 Shark,Football Cleats,38.97,55,29,White,White/Metallic Silver/Photon Dust/Black,Sustainable Materials
Nike Alpha Menace 4 Shark,Football Cleats,34.97,55,36,Blue,Hyper Royal/Metallic Silver/Midnight Navy/White,Sustainable Materials
Nike Alpha Menace 4 Shark,Football Cleats,38.97,55,29,Black,Black/Light Smoke Grey/Metallic Silver/White,Sustainable Materials
Nike Alpha Menace 4 Shark,Football Cleats,34.97,55,36,Red,University Red/Metallic Silver/Team Red/White,Sustainable Materials
Nike G.T. Hustle 2,Women's Basketball Shoes,119.97,170,29,Grey,Football Grey/Glacier Blue/Light Armory Blue/Football Grey,
Nike G.T. Hustle 2,Women's Basketball Shoes,110.97,170,34,Grey,Light Carbon/Football Grey/White,
Nike Vapor Edge Pro 360 2,Men's Football Cleats,114.97,135,14,White,White/Black/Brilliant Orange,
Nike Vapor Edge Pro 360 2,Men's Football Cleats,114.97,135,14,White,White/Black/Hyper Royal,
Nike Vapor Edge Pro 360 2,Men's Football Cleats,94.97,135,29,White,White/Black/Fir,
Nike Vapor Edge Pro 360 2,Men's Football Cleats,94.97,135,29,White,White/Black/University Red,
Nike Force Trout 9 Pro MCS,Baseball Cleats,69.97,75,6,Black,Black/Anthracite/Cool Grey/White,
Nike Force Trout 9 Pro MCS,Baseball Cleats,75,75,0,Grey,Wolf Grey/Pure Platinum/Black/Metallic Silver,
Nike Force Trout 9 Pro MCS,Baseball Cleats,75,75,0,Black,Black/Anthracite/White/Metallic Silver,
Nike Force Trout 9 Pro MCS,Baseball Cleats,75,75,0,White,White/Metallic Silver/Pure Platinum/Black,
Nike Force Trout 9 Pro MCS,Baseball Cleats,75,75,0,White,White/Hyper Royal/Midnight Navy,
Nike Force Trout 9 Pro MCS,Baseball Cleats,75,75,0,White,White/Team Red/Pure Platinum/University Red,
Nike Force Trout 9 Pro MCS,Baseball Cleats,75,75,0,White,White/Midnight Navy/Football Grey/Hyper Royal,
Nike Force Trout 9 Pro MCS,Baseball Cleats,75,75,0,White,Summit White/Phantom/Black/Royal Pulse,
Nike Air Zoom TR 1,Men's Workout Shoes,78.97,130,39,Black,Black/Anthracite/White,Sustainable Materials
Nike Air Max 1,Men's Shoes,120.97,160,24,Pink,Light Soft Pink/Anthracite/Adobe/Vapor Green,
Nike Air Max 1,Men's Shoes,105.97,150,29,White,Coconut Milk/Armory Navy/Light Orewood Brown/Burgundy Crush,Sustainable Materials
Nike Air Max 1,Men's Shoes,91.97,140,34,White,White/Neutral Grey/Black/Evergreen Aura,
Nike Air Max 1,Men's Shoes,105.97,150,29,Red,Gym Red/University Red/Light Crimson/Sail,
Nike Air Max 1,Men's Shoes,150,150,0,Blue,Obsidian/White/Light Smoke Grey/Metallic Gold,
Nike Offcourt (Oregon State),Slide,25.97,40,35,Black,Black/Team Orange/White,
Nike Offcourt (Kentucky),Slide,25.97,40,35,Black,Black/Game Royal/White,
Nike Offcourt (Oklahoma State),Slide,25.97,40,35,Black,Black/Total Orange/White,
Nike Offcourt (UNC),Slide,25.97,40,35,Black,Black/Valor Blue/White,
Nike Offcourt (Arkansas),Slide,25.97,40,35,Black,Black/Team Crimson/White,
Nike Offcourt (Florida State),Slide,28.97,40,27,Black,Black/Team Maroon/Team Gold,
Nike Alpha Menace 4 Pro,Football Cleats,90.97,120,24,Red,University Red/Metallic Silver/Team Red/White,
Nike Alpha Menace 4 Pro,Football Cleats,90.97,120,24,Blue,Hyper Royal/Metallic Silver/Midnight Navy/White,
Nike Alpha Menace 4 Pro,Football Cleats,120,120,0,White,White/Metallic Silver/Photon Dust/Black,
Nike Alpha Menace 4 Pro,Football Cleats,120,120,0,Black,Black/Light Smoke Grey/White,
Nike Mercurial Vapor 16 Academy,TF Low-Top Soccer Shoes,74.97,90,16,Blue,Glacier Blue/Blue Orbit,Sustainable Materials
Nike Mercurial Vapor 16 Academy,TF Low-Top Soccer Shoes,63.97,90,28,Yellow,Volt/Black,Sustainable Materials
Nike Mercurial Vapor 16 Academy,TF Low-Top Soccer Shoes,90,90,0,Black,Black/Deep Jungle/Black,Sustainable Materials
Nike Mercurial Vapor 16 Academy,TF Low-Top Soccer Shoes,90,90,0,Red,Ember Glow/Aurora Green,Sustainable Materials
Nike Air Presto x Hello Kitty®,Men's Shoes,119.97,140,14,Blue,University Blue/White/Light Crimson/Black,
Nike Tiempo Legend 10 Pro,Turf Low-Top Soccer Shoes,118.97,140,15,Blue,Soar/White,Sustainable Materials
Nike Tiempo Legend 10 Pro,Turf Low-Top Soccer Shoes,98.97,140,29,Grey,Metallic Silver/Volt/Black,Sustainable Materials
Nike Tiempo Legend 10 Pro,Turf Low-Top Soccer Shoes,140,140,0,Black,Black/Deep Jungle/Black,Sustainable Materials
Nike Tiempo Legend 10 Pro,Turf Low-Top Soccer Shoes,140,140,0,Pink,Hot Lava/White,Just In
Nike Rival Waffle 6,Road and Cross-Country Racing Shoes,48.97,70,30,Red,Bright Crimson/Black/Vapor Green,
Nike Rival Waffle 6,Road and Cross-Country Racing Shoes,48.97,70,30,Yellow,Volt/Total Orange/Total Orange/Concord,
Nike GP Challenge Pro Premium,Men's Hard Court Tennis Shoes,91.97,130,29,Grey,Pure Platinum/Hyper Crimson/White/Black,
Nike GP Challenge Pro Premium,Men's Hard Court Tennis Shoes,98.97,140,29,Grey,Phantom/College Grey/Metallic Gold/Metallic Pewter,
Nike Terminator High (Tennessee State),Men's Basketball Shoes,112.97,150,24,Grey,Phantom/White/University Red/Racer Blue,
Nike Terminator High,Men's Shoes,74.97,135,44,Black,Black/Black/Black,
Nike Terminator High,Men's Shoes,75.97,125,39,Black,Black/University Red/White,
Nike Terminator High,Men's Shoes,81.97,125,34,White,White/Game Royal,
Nike Terminator High (Spelman),Men's Basketball Shoes,127.97,150,14,Grey,Light Bone/Phantom/Old Royal/Photo Blue,
Nike Terminator High,Men's Shoes,75.97,125,39,Green,Black Forest/Del Sol/White,
NikeCourt Vapor Cage 4 Rafa,Men’s Hard Court Tennis Shoes,136.97,160,14,Black,Black/White/Volt/Metallic Silver,
NikeCourt Zoom Vapor Cage 4 Rafa,Men’s Hard Court Tennis Shoes,104.97,160,34,White,White/Volt/Geode Teal,
NikeCourt Zoom Vapor Cage 4 Rafa,Men’s Hard Court Tennis Shoes,112.97,160,29,Blue,Blue Void/Blue Void/Laser Blue,
Nike Dunk Low,Men's Shoes,94.97,135,29,Grey,Phantom/Sail/Coconut Milk/Light Bone,
Nike Dunk Low,Men's Shoes,135,135,0,Grey,Metallic Silver/Neutral Grey/Flat Silver/Aegean Storm,
Jordan One Take 5,Basketball Shoes,85.97,100,14,White,White/Sail/Black/Gym Red,
Jordan One Take 5,Basketball Shoes,85.97,100,14,Black,Black/Anthracite/Sail/Taxi,
Jordan One Take 5,Basketball Shoes,75.97,100,24,Black,Black/Anthracite/Coconut Milk/Cyber,
Jordan One Take 5,Basketball Shoes,100,100,0,White,White/Black/Legend Blue,
Nike G.T. Cut Academy,Basketball Shoes,61.97,95,34,White,White/Sport Red/Obsidian,
Nike G.T. Cut Academy,Basketball Shoes,66.97,95,29,Green,Sea Glass/Olive Aura/Light Wild Mango/Oil Green,
Nike G.T. Cut Academy,Basketball Shoes,95,95,0,Black,Black/White,
Nike G.T. Cut Academy,Basketball Shoes,95,95,0,Black,Black/Black/Alabaster,Just In
Nike G.T. Cut Academy,Basketball Shoes,95,95,0,White,White/Black/Black,
Nike G.T. Cut Academy,Basketball Shoes,95,95,0,Black,Black/University Red/Iron Grey/White,
Nike Free Golf NN,Golf Shoes,71.97,130,44,Blue,Game Royal/Football Grey/White/Deep Royal Blue,Sustainable Materials
Nike Free Golf NN,Golf Shoes,71.97,130,44,White,Summit White/Phantom/Orange/Black,Sustainable Materials
Nike Free Golf NN,Golf Shoes,71.97,130,44,Grey,Iron Grey/University Red/Smoke Grey/White,Sustainable Materials
Nike Free Golf NN,Golf Shoes,91.97,130,29,Black,Black/Cool Grey/Pure Platinum/Infinite Gold,Sustainable Materials
Nike Free Golf NN,Golf Shoes,130,130,0,White,White/Pure Platinum/Wolf Grey/Black,Sustainable Materials
Nike Free Golf NN,Golf Shoes,130,130,0,Black,Black/Iron Grey/Volt/White,Sustainable Materials
Nike Free Golf NN,Golf Shoes,130,130,0,White,White/Safety Orange/Black,Sustainable Materials
Nike Free Golf NN,Golf Shoes,130,130,0,Green,Light Army/Light Silver/Black,Sustainable Materials
Nike Free Golf NN,Golf Shoes,130,130,0,Blue,Armory Navy/Black/Glacier Blue,Sustainable Materials
Nike ACG Lowcate SE,Men's Shoes,66.97,120,44,Black,Black/Hyper Pink/Wolf Grey/Black,
Nike ACG Lowcate,Men's Shoes,79.97,115,30,Grey,Mica Green/Light Bone/Phantom/Rosewood,
Nike ACG Lowcate,Shoes,77.97,110,29,Black,Black/Black/Wolf Grey/Cool Grey,
Nike ACG Lowcate,Men's Shoes,79.97,115,30,Brown,Limestone/Dark Driftwood/Sail/Green Glow,
Nike Zoom LeBron 2,Men's Shoes,105.97,210,49,White,White/Varsity Crimson/Midnight Navy,
Spelman,Nike College Offcourt Slides,25.97,40,35,Black,Black/Old Royal/White,
Morehouse,Nike College Offcourt Slides,25.97,40,35,Black,Black/Deep Cardinal/White,
Nike Attack,Men's Shoes,97.97,130,24,White,Sail/Coconut Milk/Pale Vanilla/Fir,
Nike Attack,Men's Shoes,90.97,120,24,White,White/White/Lemon Venom,
