,Title,Subtitle,Price,Initial Price,Discount (%),Color,Color Description,Badge,Discount Amount,Discount Flag,Price Category,Color Diversity Score,Is Just In,Is Best Seller,Is Coming Soon,Is Member Product,Is Sustainable Materials,Is Launching in SNKRS,Is Sold Out,Is Available in SNKRS,Is Customize,Color_Black,Color_Blue,Color_Brown,Color_Cream,Color_Green,Color_Grey,Color_Khaki,Color_Multi-Color,Color_Orange,Color_Pink,Color_Purple,Color_Red,Color_White,Color_Yellow,Dominant Color,Title Word Count,Subtitle Word Count,Marketing Appeal Score,Sale Quantity,Label,High_Sales
448,Nike HyperAce 3,Volleyball Shoes,125.0,125,0,White,White/Photon Dust/College Navy,,0.0,0,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,2,7,507,0,0
449,Nike HyperAce 3,Volleyball Shoes,125.0,125,0,White,White/Photon Dust/Team Crimson,,0.0,0,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,2,9,504,0,0
450,Nike HyperAce 3,Volleyball Shoes,125.0,125,0,Grey,Photon Dust/White/Metallic Silver,,0.0,0,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Photon Dust,3,2,8,912,0,1
451,Nike HyperAce 3,Volleyball Shoes,125.0,125,0,White,White/Photon Dust/Metallic Gold,,0.0,0,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,2,6,735,0,0
452,Nike SB Force 58 Premium,Skate Shoes,51.97,85,38,White,White/White/White/White,,33.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,2,9,473,0,0
453,Nike SB Force 58 Premium,Skate Shoes,51.97,85,38,Grey,Light Bone/Black/Astronomy Blue/Cosmic Clay,,33.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Light Bone,5,2,9,369,0,0
454,Nike SB Force 58 Premium,Skate Shoes,85.0,85,0,White,White/White/White/Black,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,2,7,613,0,0
455,Nike SB Force 58 Premium,Skate Shoes,85.0,85,0,Blue,Denim Turquoise/Dark Smoke Grey/Red Sepia/Pink Foam,Just In,0.0,0,1,4,1,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Denim Turquoise,5,2,4,676,0,0
456,Oregon Nike Air Max Solo,Men's Shoes,77.97,110,29,Black,Black/Phantom/Apple Green/Metallic Silver,,32.03,1,1,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,2,9,420,0,0
457,Nike Air Penny 2 x Stüssy,Men's Shoes,150.97,200,24,Black,Black/Black/White,,49.03,1,2,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,6,2,9,462,0,0
458,Nike Flex Control 4,Men's Workout Shoes,49.97,70,28,Black,Black/Dark Smoke Grey/Smoke Grey/White,,20.03,1,0,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,3,9,377,0,0
459,Nike Flex Control 4,Men's Workout Shoes,64.97,70,7,Grey,Light Smoke Grey/Smoke Grey/Dark Smoke Grey/Black,,5.030000000000001,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Light Smoke Grey,4,3,2,326,0,0
460,Nike Flex Control 4,Men's Workout Shoes,64.97,70,7,White,White/Smoke Grey/Black,,5.030000000000001,1,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,3,9,150,0,0
461,Nike Free Run 2018,Men's Road Running Shoes,79.97,100,20,White,White/Black,,20.03,1,1,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,4,7,211,0,0
462,Nike Free Run 2018,Men's Road Running Shoes,79.97,100,20,Black,Black/Anthracite,,20.03,1,1,2,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,4,6,486,0,0
463,Nike Free Run 2018,Men's Road Running Shoes,79.97,100,20,Grey,Wolf Grey/White/Volt/White,,20.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Wolf Grey,4,4,5,197,0,0
464,Nike Free Run 2018,Men's Road Running Shoes,79.97,100,20,Green,Cargo Khaki/Sequoia/Black,,20.03,1,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Cargo Khaki,4,4,6,196,0,0
465,Ohio State Nike Air Max Solo,Men's Shoes,77.97,110,29,Black,Black/Phantom/University Red/Metallic Silver,,32.03,1,1,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,6,2,7,158,0,0
466,Nike Diamond Elite Turf,Men's Baseball Shoes,89.97,120,25,Black,Black/Life Lime/Volt,,30.03,1,1,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,3,8,418,0,0
467,Nike Air Zoom Diamond Elite Turf,Men's Baseball Shoes,120.0,120,0,Black,Black/Wolf Grey/Cool Grey/White,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,6,3,6,907,0,1
468,Nike Air Zoom Diamond Elite Turf,Men's Baseball Shoes,120.0,120,0,Blue,Hyper Royal/Pure Platinum/Polar/White,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Hyper Royal,6,3,4,13,0,0
469,Nike Air Zoom Diamond Elite Turf,Men's Baseball Shoes,120.0,120,0,Red,University Red/Pure Platinum/Gym Red/White,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,University Red,6,3,10,211,0,0
470,Nike Air Zoom Diamond Elite Turf,Men's Baseball Shoes,120.0,120,0,Black,Black/Iron Grey/Volt/White,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,6,3,7,843,0,1
471,Nike Air Zoom Diamond Elite Turf,Men's Baseball Shoes,120.0,120,0,White,White/Volt/Black,,0.0,0,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,3,9,691,0,0
472,Nike Diamond Elite Turf,Baseball Shoes,120.0,120,0,White,Summit White/Phantom/Dark Russet/Royal Pulse,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Summit White,4,2,6,688,0,0
473,"Nike Diamond Elite Turf ""George Springer""",Baseball Shoes,130.0,130,0,Grey,Phantom/Dark Russet/Black/Royal Pulse,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Phantom,6,2,10,435,0,0
474,"Nike Diamond Elite Turf ""Nolan Arenado""",Baseball Shoes,130.0,130,0,Blue,Ashen Slate/Aegean Storm/White/Armory Navy,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Ashen Slate,6,2,6,881,0,1
475,Texas Nike Air Max Solo,Men's Shoes,77.97,110,29,Black,Black/Phantom/Desert Orange/Metallic Silver,,32.03,1,1,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,2,6,475,0,0
476,Nike Precision 7,Men's Basketball Shoes,54.97,80,31,White,White/Photon Dust/Light Smoke Grey,Sustainable Materials,25.03,1,1,3,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,3,8,182,0,0
477,Nike Precision 7,Men's Basketball Shoes,56.97,80,28,Orange,Total Orange/Laser Orange/Photon Dust/Black,Sustainable Materials,23.03,1,1,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Total Orange,3,3,5,461,0,0
478,Nike Precision 7,Men's Basketball Shoes,80.0,80,0,White,White/Black,Sustainable Materials,0.0,0,1,2,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,3,6,545,0,0
479,Nike Precision 7,Men's Basketball Shoes,80.0,80,0,Black,Black/Parachute Beige/Iron Grey/Metallic Gold,Sustainable Materials,0.0,0,1,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,3,9,679,0,0
480,Nike Precision 7,Men's Basketball Shoes,80.0,80,0,Blue,Photo Blue/Volt/White,Sustainable Materials,0.0,0,1,3,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Photo Blue,3,3,6,26,0,0
481,Nike Precision 7,Men's Basketball Shoes,80.0,80,0,Black,Black/Iron Grey/Smoke Grey/White,Sustainable Materials,0.0,0,1,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,3,7,601,0,0
482,Tennessee Nike Air Max Solo,Men's Shoes,89.97,110,18,Black,Black/Phantom/Bright Ceramic/Metallic Silver,,20.03,1,1,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,2,6,318,0,0
483,Nike Air Penny 2 QS,Men's Shoes,120.97,200,39,Blue,Atlantic Blue/Black/Metallic Silver/White,,79.03,1,2,4,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Atlantic Blue,5,2,8,382,0,0
484,Nike Air Force 1 '07 High,Men's Shoes,103.97,130,20,White,White/Black,,26.03,1,2,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,2,7,212,0,0
485,Nike Air Force 1 High '07,Men's Shoes,130.0,130,0,White,White/White,,0.0,0,2,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,2,6,587,0,0
486,Nike Air Force 1 High '07,Men's Shoes,130.0,130,0,Black,Black/Black,,0.0,0,2,2,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,6,2,8,672,0,0
487,Nike Metcon 9,Men's Workout Shoes,104.97,150,30,Blue,Astronomy Blue/Hyper Crimson/Pale Ivory/Black,Best Seller,45.03,1,2,4,0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Astronomy Blue,3,3,10,973,1,1
488,Nike Metcon 9,Men's Workout Shoes,104.97,150,30,Yellow,Light Lemon Twist/Volt/Cement Grey/Black,Best Seller,45.03,1,2,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Light Lemon Twist,3,3,10,972,1,1
489,Nike Metcon 9,Men's Workout Shoes,104.97,150,30,White,White/White/Volt,Best Seller,45.03,1,2,3,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,3,9,958,1,1
490,Nike Metcon 9,Men's Workout Shoes,150.0,150,0,Black,Black/Vegas Gold/Smoke Grey/White,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,3,9,904,0,1
491,Nike Metcon 9,Men's Workout Shoes,150.0,150,0,Black,Black/University Red/Smoke Grey/White,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,3,9,633,0,0
492,Nike Metcon 9,Men's Workout Shoes,150.0,150,0,Black,Black/University Gold/Smoke Grey/White,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,3,9,900,0,1
493,Nike Metcon 9,Men's Workout Shoes,150.0,150,0,Black,Black/Team Maroon/Smoke Grey/White,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,3,6,690,0,0
494,Nike Metcon 9,Men's Workout Shoes,150.0,150,0,Black,Black/College Navy/Smoke Grey/White,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,3,9,876,0,1
495,Nike Metcon 9,Men's Workout Shoes,150.0,150,0,Black,Black/Gorge Green/Smoke Grey/White,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,3,9,982,0,1
496,Nike Metcon 9,Men's Workout Shoes,150.0,150,0,Black,Black/Signal Blue/Smoke Grey/White,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,3,9,592,0,0
497,Nike Metcon 9,Men's Workout Shoes,150.0,150,0,Black,Black/Anthracite/Smoke Grey/White,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,3,9,898,1,1
498,Nike Metcon 9,Men's Workout Shoes,150.0,150,0,White,White/White/Pure Platinum/Pure Platinum,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,3,9,824,1,1
499,Nike Metcon 9,Men's Workout Shoes,150.0,150,0,Black,Black/Pro Green/Smoke Grey/White,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,3,8,899,0,1
500,Nike Metcon 9,Men's Workout Shoes,150.0,150,0,Grey,Phantom/Game Royal/Blue Void/Black,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Phantom,3,3,8,821,1,1
501,Nike Metcon 9,Men's Workout Shoes,150.0,150,0,Black,Black/Gum Light Brown/Anthracite/Sesame,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,3,9,955,1,1
502,Nike Metcon 9,Men's Workout Shoes,150.0,150,0,Green,Light Army/Cargo Khaki/Sequoia/Black,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Light Army,3,3,8,837,1,1
503,Nike Metcon 9,Men's Workout Shoes,150.0,150,0,Orange,Hyper Crimson/Hyper Orange/Black,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Hyper Crimson,3,3,8,976,1,1
504,Nike Metcon 9,Men's Workout Shoes,150.0,150,0,White,White/Photon Dust/Black,Sustainable Materials,0.0,0,2,3,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,3,8,553,0,0
505,Nike Air Humara,Men's Shoes,104.97,160,34,Blue,Polar/Light Ultramarine/Deep Royal Blue/Buff Gold,,55.03,1,2,4,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Polar,3,2,10,365,0,0
506,Nike Air Humara,Men's Shoes,104.97,160,34,Black,Black/Metallic Silver/Black/Metallic Silver,,55.03,1,2,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,2,8,369,0,0
507,Nike Air Humara,Men's Shoes,88.97,160,44,Brown,Wheat Grass/Black/Wheat Grass/Yellow Ochre,,71.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Wheat Grass,3,2,1,157,0,0
508,Nike Air Humara,Men's Shoes,102.97,170,39,Green,Pacific Moss/Dark Pony/Dark Pony/Pear,,67.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Pacific Moss,3,2,7,273,0,0
509,Nike Air Humara,Men's Shoes,104.97,160,34,Brown,Buff Gold/Bronzine/Velvet Brown/Buff Gold,,55.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Buff Gold,3,2,1,156,0,0
510,Nike Air Humara,Men's Shoes,120.97,160,24,Green,Oil Green/Phantom/Light Bone/Malachite,,39.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Oil Green,3,2,2,496,0,0
511,Nike Alpha Huarache 4 Keystone,Men's Baseball Cleats,35.97,45,20,Black,Black/Anthracite/Pure Platinum/White,Sustainable Materials,9.03,1,0,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,3,6,400,0,0
512,Nike Alpha Huarache 4 Keystone,Men's Baseball Cleats,45.0,45,0,White,White/Black,Sustainable Materials,0.0,0,0,2,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,3,7,993,0,1
513,Nike Alpha Huarache 4 Keystone,Men's Baseball Cleats,45.0,45,0,White,White/Hyper Royal,Sustainable Materials,0.0,0,0,2,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,3,8,679,0,0
514,Nike Alpha Huarache 4 Keystone,Men's Baseball Cleats,45.0,45,0,Black,Black/Dark Smoke Grey/White,Sustainable Materials,0.0,0,0,3,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,3,6,906,0,1
515,Nike Alpha Huarache 4 Keystone,Men's Baseball Cleats,45.0,45,0,Grey,Wolf Grey/White/Dark Smoke Grey,Sustainable Materials,0.0,0,0,3,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Wolf Grey,5,3,10,284,0,0
516,Nike Alpha Huarache 4 Keystone,Men's Baseball Cleats,45.0,45,0,White,White/Midnight Navy,Sustainable Materials,0.0,0,0,2,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,3,6,938,0,1
517,Nike Alpha Huarache 4 Keystone,Men's Baseball Cleats,45.0,45,0,White,White/University Red,Sustainable Materials,0.0,0,0,2,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,3,7,782,0,0
518,Nike ACG Air Zoom Gaiadome GORE-TEX,Shoes,172.97,230,24,Green,Vintage Green/Vintage Green/Anthracite/Bicoastal,,57.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Vintage Green,6,1,1,291,0,0
519,Nike Interact Run,Men's Road Running Shoes,58.97,85,30,Blue,Astronomy Blue/Hyper Crimson/Black/Pure Platinum,Sustainable Materials,26.03,1,1,4,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Astronomy Blue,3,4,2,157,0,0
520,Nike Interact Run,Men's Road Running Shoes,58.97,85,30,Grey,Wolf Grey/Black/White/Laser Orange,Sustainable Materials,26.03,1,1,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Wolf Grey,3,4,5,312,0,0
521,Nike Interact Run,Men's Road Running Shoes,58.97,85,30,White,White/Black/White/Dusty Cactus,Sustainable Materials,26.03,1,1,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,9,301,0,0
522,Nike Interact Run SE,Men's Road Running Shoes,58.97,85,30,White,White/Photon Dust/Black/Metallic Silver,,26.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,4,7,472,0,0
523,Nike Interact Run SE,Men's Road Running Shoes,58.97,85,30,Orange,Total Orange/Football Grey/Black/Volt,,26.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Total Orange,4,4,1,307,0,0
524,Nike Interact Run,Men's Road Running Shoes,85.0,85,0,White,White/Wolf Grey/Pure Platinum,Sustainable Materials,0.0,0,1,3,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,9,769,0,0
525,Nike Interact Run,Men's Road Running Shoes,85.0,85,0,Black,Black/Anthracite/White,Sustainable Materials,0.0,0,1,3,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,4,8,966,0,1
526,Nike Zoom Challenge,Men's Pickleball Shoes,84.97,120,29,Yellow,Volt/Armory Navy/Volt,,35.03,1,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Volt,3,3,5,172,0,0
527,Nike Zoom Challenge,Men's Pickleball Shoes,120.0,120,0,White,White/Black/White,,0.0,0,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,3,8,862,0,1
528,Nike Zoom Challenge,Men's Pickleball Shoes,120.0,120,0,White,White/Thunder Blue/Black/Stadium Green,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,3,6,711,0,0
529,Nike Air Force 1 Low Retro Premium,Men's Shoes,112.97,150,24,White,White/Dark Hazel/Black/Elemental Gold,,37.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,7,2,6,387,0,0
530,Air Jordan 9 G NRG,Golf Shoes,149.97,230,34,White,White/Cool Grey/Anthracite/University Gold,,80.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,2,6,441,0,0
531,Air Jordan 9 G NRG,Golf Shoes,172.97,230,24,Brown,Hemp/Pecan/Sail/Earth,,57.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Hemp,5,2,5,393,0,0
532,Air Jordan 9 G,Golf Shoes,161.97,230,29,White,White/Black/True Red,,68.03,1,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,2,8,458,0,0
533,Air Jordan 9 G,Golf Shoes,172.97,230,24,Black,Black/Metallic Red Bronze/White,,57.03,1,2,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,2,8,259,0,0
534,Air Jordan 9 G,Golf Shoes,172.97,230,24,Grey,Medium Grey/Cool Grey/White,,57.03,1,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Medium Grey,4,2,3,315,0,0
535,Air Jordan 9 G,Golf Shoes,149.97,230,34,White,White/White/University Blue,,80.03,1,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,2,6,393,0,0
536,Air Jordan 9 G,Golf Shoes,195.97,230,14,Black,Black/True Red/Dark Charcoal,,34.03,1,2,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,2,7,161,0,0
537,"Book 1 ""Rattlesnake""",Basketball Shoes,102.97,140,26,White,White/Burnt Sunrise/Black/Light Orewood Brown,,37.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,2,8,309,0,0
538,Book 1,Basketball Shoes,102.97,140,26,Purple,Barely Grape/Lilac Bloom/Daybreak,,37.03,1,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Barely Grape,2,2,3,242,0,0
539,"Book 1 ""Halloween""",Basketball Shoes,111.97,140,20,Black,Black/White/Clay Orange/Black,,28.03,1,2,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,2,7,249,0,0
540,"Book 1 ""Sunset""",Basketball Shoes,98.97,140,29,Purple,Court Purple/Taupe Grey/Sundial/Total Orange,,41.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Court Purple,3,2,6,472,0,0
541,"Book 1 ""Sunrise""",Basketball Shoes,98.97,140,29,Pink,Pink Foam/Playful Pink/Laser Orange/Pink Foam,,41.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Pink Foam,3,2,1,250,0,0
542,Book 1,Basketball Shoes,140.0,140,0,Green,Fir/Hemp/White/Phantom,Launching in SNKRS,0.0,0,2,4,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Fir,2,2,5,371,0,0
543,Book 1,Basketball Shoes,140.0,140,0,Orange,Magic Ember/Picante Red/Washed Coral/White Onyx,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Magic Ember,2,2,8,944,1,1
544,"Book 1 ""Christmas""",Basketball Shoes,140.0,140,0,White,White/Black/Clay Orange/White,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,2,7,939,0,1
545,Zion 3,Basketball Shoes,77.97,140,44,Black,Black/White/Pear/Light British Tan,,62.03,1,1,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,2,2,6,496,0,0
546,"Zion 3 ""Rising""",Basketball Shoes,91.97,140,34,Pink,Bleached Coral/Pale Ivory/Glacier Blue/Crimson Tint,,48.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Bleached Coral,3,2,6,435,0,0
547,Zion 3,Basketball Shoes,77.97,140,44,White,White/Off White/Pink Foam/Vapor Green,,62.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,2,2,6,286,0,0
548,"Zion 3 M.U.D. ""Light Bone"" SE",Basketball Shoes,82.97,150,44,Grey,Light Bone/Sail/Volt/Light Bone,Member Product,67.03,1,1,4,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Light Bone,6,2,4,177,0,0
549,"Zion 3 ""Orchid"" SE",Basketball Shoes,82.97,150,44,Purple,Plum Fog/Sail/Black,Member Product,67.03,1,1,3,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Plum Fog,4,2,9,436,0,0
550,"Zion 3 M.U.D. ""Ash"" SE",Basketball Shoes,97.97,150,34,Black,Black/Sail/Dark Ash,,52.03,1,1,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,2,8,454,0,0
551,Zion 3,Basketball Shoes,91.97,140,34,Black,Black/Vivid Purple/Barely Volt/Solar Red,,48.03,1,1,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,2,2,8,284,0,0
552,Zion 3,Basketball Shoes,140.0,140,0,Blue,Half Blue/University Blue,,0.0,0,2,2,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Half Blue,2,2,4,512,0,0
