,Title,Subtitle,Price,Initial Price,Discount (%),Color,Color Description,Badge,Discount Amount,Discount Flag,Price Category,Color Diversity Score,Is Just In,Is Best Seller,Is Coming Soon,Is Member Product,Is Sustainable Materials,Is Launching in SNKRS,Is Sold Out,Is Available in SNKRS,Is Customize,Color_Black,Color_Blue,Color_Brown,Color_Cream,Color_Green,Color_Grey,Color_Khaki,Color_Multi-Color,Color_Orange,Color_Pink,Color_Purple,Color_Red,Color_White,Color_Yellow,Dominant Color,Title Word Count,Subtitle Word Count,Marketing Appeal Score,Sale Quantity,Label,High_Sales
0,Nike C1TY,Shoes,100.0,100,0,Pink,Red Stardust/Canyon Rust/Burgundy Crush/Black,Just In,0.0,0,1,4,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Red Stardust,2,1,8,69,0,0
1,Nike C1TY,Shoes,100.0,100,0,Grey,Smoke Grey/Medium Ash/Aquarius Blue/Summit White,Just In,0.0,0,1,4,1,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Smoke Grey,2,1,9,810,0,1
2,Nike C1TY,Men's Shoes,100.0,100,0,Orange,Safety Orange/Cosmic Clay/Black/Summit White,Just In,0.0,0,1,4,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Safety Orange,2,2,10,421,0,0
3,Nike C1TY,Shoes,100.0,100,0,Brown,Desert Khaki/Parachute Beige/University Gold/Black,Just In,0.0,0,1,4,1,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Desert Khaki,2,1,9,61,0,0
4,Nike C1TY,Shoes,100.0,100,0,Brown,Soft Pearl/Light Khaki/Lightning/Black,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Soft Pearl,2,1,4,995,0,1
5,Nike C1TY “Safety Cone”,Shoes,100.0,100,0,Grey,Platinum Tint/Light Iron Ore/Safety Orange/White,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Platinum Tint,4,1,2,481,0,0
6,Nike C1TY “Street Meat”,Shoes,100.0,100,0,Brown,Baroque Brown/Velvet Brown/Hemp/Black,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Baroque Brown,4,1,4,122,0,0
7,"Nike C1TY ""Coveralls”",Shoes,100.0,100,0,Blue,Obsidian/Thunder Blue/Fire Red/Summit White,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Obsidian,3,1,10,372,0,0
8,Nike C1TY,Shoes,100.0,100,0,Black,Black/Stadium Green/Summit White,,0.0,0,1,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,2,1,7,771,0,0
9,Nike C1TY “Concrete”,Shoes,100.0,100,0,Grey,Cement Grey/Sky Grey/Viotech/Summit White,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Cement Grey,3,1,2,632,0,0
10,Nike C1TY,Shoes,100.0,100,0,White,Summit White/Fire Red/Black,,0.0,0,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Summit White,2,1,7,937,0,1
11,Nike C1TY “Skyline”,Shoes,100.0,100,0,White,Summit White/Pure Platinum/University Blue/White,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Summit White,3,1,8,915,0,1
12,Nike C1TY “Brownstone”,Shoes,100.0,100,0,Brown,Flax/Sesame/Stadium Green/Black,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Flax,3,1,9,64,0,0
13,Nike C1TY “Surplus”,Shoes,100.0,100,0,Green,Light Army/Cargo Khaki/University Gold/Black,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Light Army,3,1,8,906,0,1
14,Nike Dunk Low Retro SE,Men's Shoes,125.0,125,0,Black,Black/Anthracite/Gum Light Brown/Pale Ivory,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,2,9,922,1,1
15,Nike Dunk Low Retro SE,Men's Shoes,125.0,125,0,Brown,Pale Ivory/Light Orewood Brown/Gum Light Brown/White,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Pale Ivory,5,2,9,818,1,1
16,Nike Dunk Low Retro SE,Men's Shoes,125.0,125,0,Brown,Hemp/Terra Blush/Gum Light Brown/Pale Ivory,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Hemp,5,2,8,933,1,1
17,Nike Dunk Low Retro,Men's Shoes,125.0,125,0,Green,Medium Olive/Sail/Ironstone/Jade Horizon,Coming Soon,0.0,0,2,4,0,0,1,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Medium Olive,4,2,2,586,0,0
18,Nike Air Force 1 ’07,Men's Shoes,130.0,130,0,White,Sail/Light Bone/University Red/Jade Horizon,Coming Soon,0.0,0,2,4,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Sail,5,2,8,644,0,0
19,Nike Zoom Vomero 5,Men's Shoes,160.0,160,0,Brown,Alabaster/Black/White/Pale Ivory,Just In,0.0,0,2,4,1,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Alabaster,4,2,7,151,0,0
20,Nike Zoom Vomero 5,Men's Shoes,160.0,160,0,Grey,Vast Grey/Wolf Grey/Pale Ivory/Blue Void,Just In,0.0,0,2,4,1,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Vast Grey,4,2,8,20,0,0
21,Nike Zoom Vomero 5,Men's Shoes,160.0,160,0,Black,Black/Black,Best Seller,0.0,0,2,2,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,2,10,810,1,1
22,Nike Zoom Vomero 5,Men's Shoes,160.0,160,0,White,White/Platinum Tint/Metallic Platinum/Black,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,2,7,649,0,0
23,Nike Zoom Vomero 5,Men's Shoes,160.0,160,0,Grey,Vast Grey/Black/Sail/Vast Grey,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Vast Grey,4,2,8,845,1,1
24,Nike Zoom Vomero 5,Men's Shoes,160.0,160,0,Grey,Wolf Grey/Metallic Silver/Cool Grey/White,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Wolf Grey,4,2,3,452,0,0
25,Nike Zoom Vomero 5,Men's Shoes,160.0,160,0,Grey,College Grey/Mink Brown/Light Orewood Brown/Sail,Just In,0.0,0,2,4,1,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,College Grey,4,2,2,97,0,0
26,Nike Zoom Vomero 5 SE,Men's Shoes,160.0,160,0,Grey,Platinum Tint/Cashmere/Iron Grey/Photon Dust,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Platinum Tint,5,2,8,181,0,0
27,Nike Zoom Vomero 5,Men's Shoes,160.0,160,0,Yellow,Barely Volt/Midnight Navy/Pure Platinum/White,Just In,0.0,0,2,4,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Barely Volt,4,2,1,114,0,0
28,Nike Zoom Vomero 5,Men's Shoes,170.0,170,0,Grey,Dark Smoke Grey/Light Smoke Grey/Dark Smoke Grey/Smoke Grey,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Dark Smoke Grey,4,2,3,86,0,0
29,Nike Zoom Vomero 5,Men's Shoes,160.0,160,0,Purple,Vivid Purple/Metallic Silver/Black,,0.0,0,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Vivid Purple,4,2,3,42,0,0
30,Nike Zoom Vomero 5,Men's Shoes,160.0,160,0,Grey,Metallic Silver/Flat Silver/Light Crimson/Black,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Metallic Silver,4,2,5,817,0,1
31,Nike Zoom Vomero 5,Men's Shoes,160.0,160,0,Grey,Cool Grey/Wolf Grey/White,,0.0,0,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Cool Grey,4,2,2,521,0,0
32,Nike Zoom Vomero 5,Men's Shoes,160.0,160,0,Grey,Cave Stone/Multi-Color/Medium Ash/Metallic Silver,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Cave Stone,4,2,1,689,0,0
33,Nike Zoom Vomero 5,Men's Shoes,160.0,160,0,Brown,Light Orewood Brown/Light Orewood Brown,,0.0,0,2,2,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Light Orewood Brown,4,2,5,108,0,0
34,Nike Zoom Vomero 5 SE SP,Men's Shoes,160.0,160,0,Grey,Dark Grey/White/Sail/Black,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Dark Grey,6,2,3,542,0,0
35,Nike Air Pegasus 2005,Men's Shoes,150.0,150,0,Brown,Pale Ivory/Coconut Milk/Black/Metallic Silver,Just In,0.0,0,2,4,1,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Pale Ivory,4,2,2,102,0,0
36,Nike Air Pegasus 2005,Men's Shoes,150.0,150,0,Yellow,Volt/Black/Barely Volt/Volt,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Volt,4,2,1,923,0,1
37,Nike Air Pegasus 2005,Men's Shoes,89.97,150,40,Grey,Light Pumice/Smoke Grey/Metallic Silver/Dark Smoke Grey,,60.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Light Pumice,4,2,10,423,0,0
38,Nike Air Pegasus 2005,Men's Shoes,89.97,150,40,White,White/Black/Metallic Silver,,60.03,1,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,2,7,424,0,0
39,Nike Air Pegasus 2005,Men's Shoes,105.97,150,29,White,White/Total Orange/Hyper Violet/Chrome,,44.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,2,8,321,0,0
40,Nike Air Pegasus 2005,Men's Shoes,89.97,150,40,Grey,Metallic Silver/Black/White/Bicoastal,Member Product,60.03,1,1,4,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Metallic Silver,4,2,7,295,0,0
41,Nike Air Pegasus 2005,Men's Shoes,89.97,150,40,Grey,Metallic Silver/Flat Silver/Black/Metallic Platinum,,60.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Metallic Silver,4,2,1,319,0,0
42,Nike Air Pegasus 2005,Men's Shoes,89.97,150,40,White,White/Black/Metallic Silver/Royal Pulse,,60.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,2,6,287,0,0
43,Nike Air Pegasus 2005,Men's Shoes,160.0,160,0,White,Coconut Milk/Light Silver/Light British Tan/Bicoastal,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Coconut Milk,4,2,7,772,0,0
44,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,Black,Black/White,Best Seller,0.0,0,2,2,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,3,9,826,1,1
45,Nike Free Metcon 6,Men's Workout Shoes,83.97,120,30,Orange,Desert Orange/Black/White,Best Seller,36.03,1,1,3,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Desert Orange,4,3,8,906,1,1
46,Nike Free Metcon 6,Men's Workout Shoes,83.97,120,30,Yellow,Light Lemon Twist/Cement Grey/Black/Light Lemon Twist,Best Seller,36.03,1,1,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Light Lemon Twist,4,3,8,920,1,1
47,Nike Free Metcon 6,Men's Workout Shoes,83.97,120,30,Blue,Game Royal/Black/White,Best Seller,36.03,1,1,3,0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Game Royal,4,3,9,936,1,1
48,Nike Free Metcon 6,Men's Workout Shoes,83.97,120,30,Green,Pacific Moss/Cool Grey/Summit White/Black,Best Seller,36.03,1,1,4,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Pacific Moss,4,3,10,928,1,1
49,Nike Free Metcon 6,Men's Workout Shoes,83.97,120,30,White,White/White/Volt,Best Seller,36.03,1,1,3,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,3,10,999,1,1
50,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,White,White/White/Black,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,3,10,810,1,1
51,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,Purple,Court Purple/Black/White,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Court Purple,4,3,8,972,1,1
52,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,Red,Team Crimson/Black/White,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Team Crimson,4,3,8,839,1,1
53,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,Green,Pro Green/Black/White,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Pro Green,4,3,8,814,1,1
54,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,Blue,College Navy/Black/White,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,College Navy,4,3,9,942,1,1
55,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,Blue,University Blue/Black/White,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,University Blue,4,3,9,995,1,1
56,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,Brown,Vegas Gold/Black/White,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Vegas Gold,4,3,8,927,1,1
57,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,Brown,Desert Khaki/Light Khaki/Black,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Desert Khaki,4,3,9,874,1,1
58,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,Orange,Apricot Agate/White/Black,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Apricot Agate,4,3,10,814,1,1
59,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,Black,Black/Anthracite,Best Seller,0.0,0,2,2,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,3,9,836,1,1
60,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,Black,Black/Hyper Orange/Hyper Crimson,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,3,10,989,1,1
61,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,Black,Black/Gum Light Brown/Coconut Milk,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,3,9,837,1,1
62,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,White,White/White/Black,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,3,9,899,1,1
63,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,Green,Jade Horizon/Light Silver/Vintage Green,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Jade Horizon,4,3,9,931,1,1
64,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,Grey,Gunsmoke/Black/White,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Gunsmoke,4,3,9,892,1,1
65,Nike Free Metcon 6,Men's Workout Shoes,120.0,120,0,Blue,Signal Blue/Black/White,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Signal Blue,4,3,10,863,1,1
66,Nike Pegasus 41,Men's Road Running Shoes,140.0,140,0,Grey,Photon Dust/Ashen Slate/Black/Metallic Silver,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Photon Dust,3,4,10,870,1,1
67,Nike Pegasus 41 PRM,Men's Road Running Shoes,119.97,150,20,Brown,Neutral Olive/Parachute Beige/Light Bone/Cargo Khaki,Member Product,30.03,1,2,4,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Neutral Olive,4,4,1,403,0,0
68,Nike Pegasus 41,Men's Road Running Shoes,111.97,140,20,Black,Black/Fire Red/White,Best Seller,28.03,1,2,3,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,4,10,959,1,1
69,Nike Pegasus 41,Men's Road Running Shoes,111.97,140,20,White,Summit White/Bright Crimson/Glacier Blue/Chrome,Best Seller,28.03,1,2,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Summit White,3,4,10,953,1,1
70,Nike Pegasus 41,Men's Road Running Shoes,111.97,140,20,White,White/Black/Volt,Best Seller,28.03,1,2,3,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,10,974,1,1
71,Nike Pegasus 41,Men's Road Running Shoes,111.97,140,20,Black,Black/Sail/Volt/Glacier Blue,,28.03,1,2,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,4,7,494,0,0
72,Nike Pegasus 41,Men's Road Running Shoes,140.0,140,0,Black,Black/Anthracite/White,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,4,9,902,1,1
73,Nike Pegasus 41,Men's Road Running Shoes,140.0,140,0,Black,Black/Anthracite/Black,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,4,9,835,1,1
74,Nike Pegasus 41,Men's Road Running Shoes,140.0,140,0,Brown,Light Orewood Brown/Sesame/White,Best Seller,0.0,0,2,3,0,1,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Light Orewood Brown,3,4,10,848,1,1
75,Nike Pegasus 41,Men's Road Running Shoes,140.0,140,0,White,White/Pure Platinum/Metallic Silver/White,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,9,878,1,1
76,Nike Pegasus 41,Men's Road Running Shoes,140.0,140,0,White,White/Pure Platinum/Summit White/Black,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,9,928,1,1
77,Nike Pegasus 41,Men's Road Running Shoes,140.0,140,0,Blue,Midnight Navy/Black/Volt/Reflective Silver,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Midnight Navy,3,4,10,825,1,1
78,Nike Pegasus 41,Men's Road Running Shoes,140.0,140,0,Black,Black/Cool Grey/White/Dusty Cactus,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,4,10,882,1,1
79,Nike Pegasus 41 PRM,Men's Road Running Shoes,140.0,140,0,Brown,Medium Ash/Cave Stone/Desert Moss/Blue Void,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Medium Ash,4,4,4,947,0,1
80,Nike Pegasus 41,Men's Road Running Shoes,140.0,140,0,White,White/Black/Sail/Photo Blue,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,9,746,0,0
81,Nike Pegasus 41,Men's Road Running Shoes,140.0,140,0,Grey,Cool Grey/Wolf Grey/Pure Platinum/White,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Cool Grey,3,4,9,834,1,1
82,Nike Pegasus 41,Men's Road Running Shoes,140.0,140,0,Brown,Pale Ivory/Limelight/Olive Aura/Sequoia,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Pale Ivory,3,4,8,988,1,1
83,Nike Pegasus 41,Men's Road Running Shoes,130.0,130,0,White,Sail/Light Khaki/Safety Orange/Ironstone,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Sail,3,4,9,717,0,0
84,Nike Pegasus 41,Men's Road Running Shoes,140.0,140,0,White,White/Wolf Grey/Black/Picante Red,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,9,975,1,1
85,Nike Pegasus 41,Men's Road Running Shoes,140.0,140,0,Purple,Hyper Violet/Vivid Grape/Beyond Pink/Black,Best Seller,0.0,0,2,4,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Hyper Violet,3,4,9,829,1,1
86,"Nike Pegasus 41 ""Eliud Kipchoge""",Men's Road Running Shoes,140.0,140,0,White,White/Pale Ivory/Dragon Red/Black,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,4,6,784,0,0
87,Nike Pegasus 41 PRM,Men's Road Running Shoes,150.0,150,0,Orange,Hyper Crimson/Safety Orange/Photon Dust/Metallic Silver,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Hyper Crimson,4,4,4,605,0,0
88,Nike Zoom Pegasus 41,Men's Road-Running Shoes,140.0,140,0,White,White/Metallic Gold/Light Smoke Grey/Black,Sustainable Materials,0.0,0,2,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,3,9,980,0,1
89,Nike InfinityRN 4,Men's Road Running Shoes,103.97,160,35,White,White/White,Sustainable Materials,56.03,1,2,2,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,9,445,0,0
90,Nike InfinityRN 4,Men's Road Running Shoes,103.97,160,35,Black,Black/Dark Grey/White,Sustainable Materials,56.03,1,2,3,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,4,7,416,0,0
91,Nike InfinityRN 4,Men's Road Running Shoes,103.97,160,35,White,White/Bright Crimson/Total Orange/Black,,56.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,7,356,0,0
92,Nike InfinityRN 4 Blueprint,Men's Road Running Shoes,103.97,160,35,Multi-Color,Multi-Color/Multi-Color,,56.03,1,2,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Multi-Color,4,4,8,463,0,0
93,Nike InfinityRN 4 Electric,Men's Road Running Shoes,112.97,175,35,Multi-Color,Multi-Color/Multi-Color,,62.03,1,2,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Multi-Color,4,4,1,475,0,0
94,Nike InfinityRN 4,Men's Road Running Shoes,103.97,160,35,Black,Black/Anthracite/Black,Sustainable Materials,56.03,1,2,3,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,4,7,182,0,0
95,Nike InfinityRN 4,Men's Road Running Shoes,103.97,160,35,White,White/Light Lemon Twist/Volt/Black,Sustainable Materials,56.03,1,2,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,4,7,294,0,0
96,Nike InfinityRN 4,Men's Road Running Shoes,103.97,160,35,Green,Oil Green/Jade Horizon/Light Silver,Sustainable Materials,56.03,1,2,3,0,0,0,0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Oil Green,3,4,6,391,0,0
97,Nike InfinityRN 4,Men's Road Running Shoes,103.97,160,35,White,Sail/Platinum Tint/White/Black,Sustainable Materials,56.03,1,2,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Sail,3,4,7,359,0,0
98,Nike InfinityRN 4,Men's Road Running Shoes,103.97,160,35,Grey,Cool Grey/Team Maroon/White,Sustainable Materials,56.03,1,2,3,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Cool Grey,3,4,5,178,0,0
99,Nike InfinityRN 4,Men's Road Running Shoes,103.97,160,35,Yellow,Volt/Black/Barely Volt,Sustainable Materials,56.03,1,2,3,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Volt,3,4,9,203,0,0
100,Nike InfinityRN 4,Men's Road Running Shoes,109.97,170,35,Brown,Neutral Olive/Flax/Parachute Beige/Cargo Khaki,Member Product,60.03,1,2,4,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Neutral Olive,3,4,10,323,0,0
101,Nike InfinityRN 4,Men's Road Running Shoes,103.97,160,35,Grey,Anthracite/Black/Baltic Blue,Sustainable Materials,56.03,1,2,3,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Anthracite,3,4,3,270,0,0
